lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_Goby.1,a_Goby.2,a_Goby.3,a_bar_Goby,sigma_Goby,U.1,U.2,U.3,Rho_errors.1.1,Rho_errors.2.1,Rho_errors.1.2,Rho_errors.2.2,sigma_errors.1,sigma_errors.2,beta_Rain,beta_Wind,beta_Year_2,beta_Year,beta_SB_count,beta_SC_count,beta_Temp,beta_BreachDays,beta_DO,beta_SAV,a_Rain,a_Wind,a_BreachDays,a_Temp,a_SAV,a_SC,a_SB,a_DO,beta_Temp_2,beta_Micro,beta_SAV_2,beta_Substrate,beta_Goby_lag,beta_BreachDays_2,k_U_bio,k_U,tau,phi
# Adaptation terminated
# Step size = 0.0889068
# Diagonal elements of inverse mass matrix:
# 0.0161192, 0.0174738, 0.015187, 0.319341, 0.213619, 0.410718, 0.337294, 0.407458, 0.00305071, 0.00158545, 0.00157765, 0.00115671, 0.000626591, 0.00296126, 0.00256523, 0.0104723, 0.0109411, 0.000846893, 0.000783165, 0.00139044, 0.00337752, 0.00322832, 0.00308131, 0.00598461, 0.006081, 0.0176113, 0.0319191, 0.0277719, 0.00610108, 0.00124583, 0.00244076, 0.0622453, 0.00709481, 0.00218595, 0.00135138, 1.48499, 1.71868, 0.000386138, 0.00705071
-2061.08,0.993378,0.0889068,5,31,0,2081.39,2.05137,2.6736,1.96557,0.807221,1.33688,-1.62997,-0.946173,-0.595302,1,-0.0327273,-0.0327273,1,0.958416,0.987744,0.694191,-0.597665,-0.230829,0.157258,0.543224,-0.683001,0.388034,0.38811,0.507578,0.316793,-0.00319714,0.0500103,0.061389,0.0498591,0.135939,-0.365615,0.00985733,0.0762264,-0.492758,0.182142,0.299163,-0.252048,-0.0185891,-0.0723963,0.142942,0.0531471,0.624105,0.585178
-2062.57,0.972207,0.0889068,6,63,0,2091.46,2.3406,2.84147,2.20523,0.585264,1.71809,-0.343967,-0.0530586,0.482237,1,0.0282322,0.0282322,1,1.00991,0.956233,0.72956,-0.624755,-0.190768,0.119942,0.0945072,-0.441215,0.374904,0.350283,0.595678,0.317666,-0.0231613,-0.111699,0.0100526,0.0216216,-0.0261426,-0.31099,-0.0625769,-0.0116984,-0.518349,0.156765,0.123803,-0.373254,0.0283355,-0.0964239,0.0537383,0.148722,0.578857,0.390745
-2059.46,0.977722,0.0889068,6,63,0,2076.04,2.31043,2.59596,2.06884,0.746232,1.94996,-0.852635,-0.74833,-0.61589,1,-0.0326326,-0.0326326,1,0.985965,1.02792,0.665962,-0.600069,-0.240542,0.10181,0.630905,-0.638009,0.338799,0.387156,0.598103,0.331261,0.0132852,0.0993885,0.0821407,0.0961888,0.290861,-0.0625286,0.254315,0.0592955,-0.493576,0.17342,-0.179939,-0.379905,0.0143004,-0.120106,0.412965,0.1252,0.612607,0.690783
-2066.96,0.888856,0.0889068,6,63,0,2082.42,2.18182,2.48989,2.02744,0.679972,2.3295,-0.404114,0.120416,1.09098,1,0.0619471,0.0619471,1,1.05718,0.985357,0.739994,-0.577993,-0.062535,0.115797,0.224915,-0.411841,0.392858,0.342776,0.599313,0.432052,0.0116196,-0.111156,-0.021398,-0.0524171,-0.0254226,-0.620379,-0.170249,-0.0492192,-0.51537,0.156815,0.0735312,-0.239091,0.0245823,-0.0680974,0.0674117,0.0914184,0.585039,0.43674
-2064.18,0.987966,0.0889068,6,63,0,2085.8,2.21057,2.89855,1.96085,0.041755,1.75234,-0.142199,0.167322,0.511386,1,0.0190629,0.0190629,1,0.986989,0.952137,0.735886,-0.651451,-0.202681,0.107666,0.394816,-0.460731,0.32365,0.374772,0.485848,0.389552,-0.00364588,0.0844822,-0.0366846,0.0150078,-0.034697,-0.511891,-0.182782,-0.0240095,-0.521565,0.170178,-0.106975,-0.207277,0.0489796,-0.0657329,0.131544,0.0673333,0.610252,0.547979
-2063.11,0.980519,0.0889068,6,63,0,2085.57,2.20228,2.87066,1.96208,0.784694,1.2632,-0.39698,-0.286439,-0.104938,1,-0.0412603,-0.0412603,1,1.02829,1.05037,0.657119,-0.536274,-0.0951854,0.167665,0.409514,-0.593167,0.362982,0.350209,0.529808,0.260091,0.00183037,-0.0740812,0.071276,0.109129,0.031286,-0.308649,-0.282875,0.0626883,-0.499273,0.169618,-0.116254,-0.428212,-0.00178947,-0.128123,0.229184,0.283169,0.585607,0.509822
-2062.91,0.538139,0.0889068,5,63,0,2082.12,2.237,2.86294,1.95169,0.7777,1.30812,-0.383747,-0.305672,-0.0982699,1,-0.0325544,-0.0325544,1,1.03111,1.04418,0.645547,-0.537278,-0.117731,0.161665,0.397922,-0.594989,0.35241,0.347427,0.537239,0.271957,0.0141814,-0.0657726,0.0642064,0.118087,0.0401523,-0.357438,-0.268888,0.082351,-0.501328,0.167393,-0.194951,-0.430372,-0.0158846,-0.123381,0.189972,0.349323,0.586604,0.502123
-2056.81,0.914092,0.0889068,5,63,0,2076.82,2.28015,2.63549,1.99874,0.546902,2.85693,-0.174868,-0.147011,-0.016162,1,-0.0212562,-0.0212562,1,0.963724,0.976062,0.749459,-0.664042,-0.224396,0.108735,0.26271,-0.376925,0.364564,0.375577,0.534675,0.377339,0.0147958,0.013231,-0.018356,0.0336806,0.163074,-0.351852,0.105278,0.00913731,-0.51989,0.157293,0.117127,-0.197412,0.0657833,-0.0625487,1.27476,0.250782,0.595925,0.578931
-2059.26,0.18001,0.0889068,6,63,0,2075.79,2.2209,2.85162,2.23668,0.442196,1.69572,-0.106584,-0.110884,0.013174,1,0.0926574,0.0926574,1,0.974147,1.01571,0.721668,-0.619517,-0.198302,0.142914,0.468744,-0.756973,0.372861,0.377423,0.538718,0.308542,0.00879896,0.0324217,0.0258411,0.064251,0.0585975,-0.17814,0.17624,0.00293098,-0.501749,0.0887413,0.158669,-0.485315,-0.0645012,-0.0696334,1.30997,0.747172,0.59404,0.513958
-2059.23,0.0351979,0.0889068,5,63,0,2080.51,2.23868,2.85202,2.26804,0.454515,1.7715,-0.0646256,-0.0600982,0.0238906,1,0.0920583,0.0920583,1,0.969776,1.019,0.718614,-0.620845,-0.207617,0.139338,0.472722,-0.752926,0.371093,0.378538,0.530125,0.304116,0.0171955,0.0263688,0.0225104,0.0629539,0.0540832,-0.194744,0.182719,0.00242045,-0.503916,0.0900937,0.123836,-0.481763,-0.0579173,-0.0664018,1.2971,0.728735,0.594334,0.515521
-2062.06,0.156056,0.0889068,6,63,0,2082.29,2.29281,2.87366,2.225,-0.305892,1.35462,-0.144888,-0.0475843,-0.0631765,1,0.0621661,0.0621661,1,0.960061,0.999006,0.710148,-0.614593,-0.236388,0.152861,0.523673,-0.771814,0.383757,0.362658,0.522301,0.325967,-0.0101491,0.0506031,0.0192564,0.0377231,0.135818,-0.177346,0.247909,0.00484062,-0.514613,0.116849,0.145777,-0.489675,-0.0166192,-0.0882063,1.35108,0.672635,0.598602,0.487551
-2062.06,0.00499079,0.0889068,5,63,0,2081.9,2.29281,2.87366,2.225,-0.305892,1.35462,-0.144888,-0.0475843,-0.0631765,1,0.0621661,0.0621661,1,0.960061,0.999006,0.710148,-0.614593,-0.236388,0.152861,0.523673,-0.771814,0.383757,0.362658,0.522301,0.325967,-0.0101491,0.0506031,0.0192564,0.0377231,0.135818,-0.177346,0.247909,0.00484062,-0.514613,0.116849,0.145777,-0.489675,-0.0166192,-0.0882063,1.35108,0.672635,0.598602,0.487551
-2063.3,0.933799,0.0889068,5,31,0,2080.46,2.32813,2.71594,2.07722,0.651427,3.85257,-1.52525,-0.992267,0.035403,1,-0.0378943,-0.0378943,1,1.04322,0.972843,0.68994,-0.55094,-0.150035,0.0704434,0.180535,-0.335601,0.375633,0.368796,0.5323,0.347579,0.00287674,-0.0527696,0.0169792,0.0463773,0.0287755,-0.328883,-0.189544,0.00646341,-0.526343,0.208662,-0.231917,-0.261247,0.03384,-0.13108,0.038023,0.0247605,0.595868,0.626959
-2070.07,0.994023,0.0889068,5,31,0,2082.4,2.40847,2.93627,1.93676,0.1508,4.79169,-1.69305,-0.975271,-0.104851,1,-0.0317402,-0.0317402,1,1.10189,0.99412,0.635648,-0.557641,-0.191231,0.0996617,0.361294,-0.418225,0.393264,0.3525,0.546086,0.346928,0.0254879,-0.0974331,0.0147878,-0.0174297,0.152992,-0.419676,-0.0310681,0.0415029,-0.561394,0.208601,-0.258722,-0.277154,0.0887,-0.133078,0.125837,0.0263125,0.595863,0.616417
-2066.82,0.972298,0.0889068,6,63,0,2092.85,2.34367,2.67302,2.1183,-0.0160245,1.44438,-0.332717,-0.650372,0.0206381,1,0.0538218,0.0538218,1,1.01036,1.05686,0.770571,-0.604148,-0.1309,0.10937,0.394441,-0.409244,0.33613,0.335135,0.626032,0.308116,0.0334599,-0.0884773,-0.00549187,-0.036096,0.0465322,-0.300281,-0.0896911,0.0316647,-0.493116,0.194555,-0.123885,-0.382833,0.047602,-0.133064,0.0336918,0.0240776,0.586007,0.415673
-2064.98,0.961432,0.0889068,5,31,0,2082.03,2.16517,2.77518,2.03929,-0.1165,3.20184,-0.339164,-0.293536,0.236153,1,0.0774691,0.0774691,1,1.04594,1.0237,0.754267,-0.580277,-0.211259,0.143933,0.456732,-0.508343,0.33444,0.359534,0.551337,0.336159,-0.0225641,-0.00229918,0.0292556,0.0650421,0.0938464,-0.374426,0.104181,-0.000516045,-0.503651,0.135989,0.0556299,-0.393124,0.0549809,-0.140588,0.0678129,0.201037,0.580888,0.623721
-2063.33,0.969677,0.0889068,6,63,0,2086.19,2.37546,2.79759,2.1911,-0.455931,2.80934,-0.047054,-0.0333713,-0.0378848,1,0.00607904,0.00607904,1,1.04903,0.959104,0.750745,-0.581362,-0.179228,0.176894,0.343114,-0.369949,0.3883,0.381139,0.599865,0.314616,-0.0170636,0.058153,-0.031493,-0.0108367,-0.0165056,-0.282255,0.0977839,0.0732251,-0.551014,0.189427,-0.0570282,-0.307852,-0.000509919,-0.139387,0.91366,0.235422,0.583946,0.559896
-2059.06,1,0.0889068,6,63,0,2075.09,2.31209,2.9088,2.12759,0.0117854,2.36292,-0.452385,-0.34029,-0.102927,1,-0.00531485,-0.00531485,1,0.987488,0.991998,0.706378,-0.603224,-0.15106,0.102031,0.388041,-0.772777,0.385541,0.422697,0.51718,0.367333,0.0654307,-0.0644299,0.105013,0.0861322,0.150137,-0.448096,-0.152334,0.00570981,-0.530811,0.14549,-0.167677,-0.295932,0.0265639,-0.141018,0.473673,0.124396,0.58564,0.521945
-2059.52,0.930346,0.0889068,5,63,0,2087.84,2.22228,2.7674,2.08448,0.0976987,2.76402,-0.188405,-0.105986,-0.0760462,1,0.0167013,0.0167013,1,1.05284,0.995859,0.6786,-0.554666,-0.190827,0.0373474,0.453061,-0.514008,0.397561,0.415869,0.50682,0.36091,-0.00803503,0.137992,0.00875385,0.0457835,0.0332099,-0.299628,0.0390231,0.0208988,-0.467593,0.154507,0.0145942,-0.331825,0.034259,-0.158012,0.446731,0.495834,0.593674,0.556198
-2061.37,0.406977,0.0889068,5,31,0,2081.39,2.34012,2.71304,2.05682,0.608156,1.30202,-1.0041,-0.489784,-0.224633,1,-0.0295762,-0.0295762,1,1.0596,0.946175,0.677503,-0.616538,-0.17538,0.136505,0.265488,-0.522621,0.387153,0.320299,0.540675,0.33332,-0.0137699,0.0687043,-0.0040366,-0.0533936,0.0844961,-0.385714,-0.185705,-0.0331285,-0.433264,0.142878,0.179789,-0.304955,0.0807145,-0.109217,0.117488,0.00423554,0.604139,0.619176
-2070.33,0.962956,0.0889068,5,63,0,2084.75,2.21574,2.64552,2.04134,0.57,0.902251,-0.758985,-0.140095,-0.266715,1,-0.0844868,-0.0844868,1,1.08117,0.989983,0.665017,-0.590313,-0.190562,0.216429,0.301196,-0.461305,0.372709,0.330993,0.535393,0.340809,-0.0725342,0.0926388,-0.0206008,0.00954113,0.0374116,-0.475539,-0.114266,0.082317,-0.430791,0.134555,0.292945,-0.252225,0.0457534,-0.0816537,0.136609,0.00221346,0.608314,0.680466
-2066.41,0.819322,0.0889068,5,63,0,2092.84,2.24061,2.40575,1.77301,1.5379,0.837358,-0.400013,0.0317934,0.397875,1,-0.03886,-0.03886,1,0.993311,0.959275,0.730031,-0.608549,-0.175845,0.140651,0.43517,-0.362595,0.376522,0.348324,0.583921,0.307927,-0.0106512,0.0312638,0.0388133,0.00315745,0.0479517,-0.357238,-0.260833,-0.0113665,-0.460029,0.143615,0.29745,-0.265413,0.0906452,-0.103216,0.163499,0.00251624,0.589013,0.641857
-2073.5,0.985763,0.0889068,5,31,0,2087.51,1.98942,2.57153,1.87007,0.713915,0.883373,-0.277876,0.231201,1.07776,1,0.0296384,0.0296384,1,0.991395,1.00937,0.721354,-0.585777,-0.116587,0.110956,0.402483,-0.344978,0.380589,0.366083,0.527177,0.261847,-0.11371,0.0194691,-0.0541179,-0.0228668,0.0243369,-0.584347,-0.240682,-0.00942345,-0.435653,0.14674,0.386861,-0.11073,0.0701326,-0.152188,0.0529005,0.158648,0.582703,0.643929
-2065.74,1,0.0889068,6,63,0,2090.02,2.30442,2.65666,2.00756,1.9258,0.751246,-0.273873,-0.127322,0.151818,1,0.00743775,0.00743775,1,1.00473,1.10632,0.661001,-0.588285,-0.178434,0.159915,0.346134,-0.467319,0.381521,0.384744,0.531317,0.427808,0.0411916,-0.0312039,0.0456652,0.0452009,-0.0395978,-0.521776,-0.0250645,0.0188051,-0.487646,0.207232,-0.464847,-0.26893,0.0353583,-0.0878347,0.357188,0.000942039,0.598546,0.587459
-2065.43,0.995455,0.0889068,5,63,0,2086.02,2.18744,2.6622,2.04206,1.14852,0.922283,-0.269761,-0.147094,-0.0221789,1,0.0141355,0.0141355,1,0.960875,1.05616,0.687359,-0.616842,-0.10756,0.0613166,0.286309,-0.637073,0.372264,0.384959,0.497913,0.48548,-0.088962,-0.0214256,-0.0422809,-0.0453105,-0.00308213,-0.35838,-0.122817,-0.0203954,-0.542914,0.107803,-0.259612,-0.359775,-0.0304144,-0.0531089,0.108246,0.0151076,0.599563,0.374806
-2065.19,0.99035,0.0889068,5,63,0,2082.65,2.2862,2.71141,1.99057,1.50096,0.663657,-0.957735,-0.26772,0.844619,1,-0.04175,-0.04175,1,0.929444,0.997127,0.711821,-0.620264,-0.118925,0.131491,0.390122,-0.648388,0.354543,0.351339,0.552552,0.491139,-0.00453847,-0.00321985,0.0504393,0.0487562,-0.0150459,-0.29969,0.0861064,-0.0325886,-0.525446,0.145779,-0.0940503,-0.247282,-0.0120023,-0.0778978,0.133632,0.0119785,0.593408,0.552769
-2063.33,0.993494,0.0889068,6,127,0,2083.12,2.22874,2.72737,2.0699,0.967195,1.85912,-2.32799,-1.30428,0.316488,1,0.044573,0.044573,1,1.00293,0.948326,0.676464,-0.610002,-0.19148,0.145287,0.560406,-0.495064,0.361827,0.368887,0.518667,0.284325,-0.0288303,0.0157937,-0.00750353,-0.0492439,0.0612987,-0.427726,-0.192491,0.043051,-0.490598,0.180884,0.10144,-0.479262,0.0427706,-0.0652225,0.0613826,0.0117088,0.596092,0.587749
-2061.49,0.994293,0.0889068,6,63,0,2084.16,2.20385,2.62926,1.97186,0.0210007,1.84293,0.600726,0.413345,0.346346,1,-0.0551275,-0.0551275,1,0.995689,1.05674,0.714152,-0.593148,-0.0953622,0.188605,0.390936,-0.568007,0.352731,0.363556,0.56891,0.401784,0.060713,0.0035504,-0.0307158,-0.0925583,-0.0784928,-0.395515,0.057809,-0.0112835,-0.525937,0.143033,-0.255569,-0.233954,-0.0068297,-0.118943,0.160996,0.0576234,0.591525,0.495734
-2057.56,0.921786,0.0889068,6,63,0,2072.52,2.50117,2.83447,2.20329,0.630369,1.38438,-0.583735,-0.468105,-0.150102,1,0.0610369,0.0610369,1,0.986895,0.961103,0.669289,-0.588867,-0.280197,0.0678515,0.349379,-0.618879,0.371785,0.338845,0.562084,0.327973,-0.0262265,0.0237403,0.00119754,0.0644674,0.0476511,-0.152094,-0.0349461,-0.0356111,-0.50173,0.156255,0.283297,-0.389666,0.0196354,-0.080713,0.173953,0.0586292,0.598276,0.617569
-2061.93,0.993332,0.0889068,5,63,0,2077.04,2.10784,2.7327,2.01045,0.0367936,3.00379,-0.516885,-0.391199,-0.261238,1,-0.0186643,-0.0186643,1,0.919493,0.95167,0.694247,-0.612724,-0.0749182,0.0995138,0.300849,-0.635219,0.313496,0.349342,0.576248,0.396639,0.0195733,-0.0666242,0.0731365,0.0461372,0.138768,-0.427118,-0.00443596,0.0880541,-0.423615,0.149421,-0.529056,-0.424241,0.057191,-0.129516,0.306413,0.213242,0.583035,0.563065
-2056.29,0.965232,0.0889068,5,31,0,2075.85,2.26147,2.78354,1.96273,0.302876,2.7788,-0.377897,-0.314079,-0.0960195,1,0.0523309,0.0523309,1,0.999931,0.969164,0.702909,-0.616648,-0.170655,0.0879674,0.534033,-0.615362,0.364827,0.316162,0.595189,0.370353,-0.0256354,0.0334536,0.0435864,0.0720211,0.0777471,-0.334509,-0.0299936,0.0303975,-0.511467,0.180433,-0.425348,-0.327551,0.0368019,-0.0972065,0.346351,0.19111,0.579371,0.409061
-2057.84,0.902366,0.0889068,6,63,0,2077.37,2.43038,2.81162,2.16585,0.936504,0.884957,-0.186156,0.167284,0.765467,1,-0.0227241,-0.0227241,1,1.03452,0.998045,0.741912,-0.600729,-0.153473,0.161392,0.254388,-0.528324,0.369347,0.392528,0.505171,0.401137,0.0255736,0.0161875,0.012539,-0.0224676,-0.0798406,-0.527284,-0.232641,-0.015789,-0.47,0.159148,0.197323,-0.387823,0.0714534,-0.109922,0.173456,0.0606141,0.608155,0.718393
-2067.12,0.969732,0.0889068,5,31,0,2087.26,2.11465,2.65664,1.99144,0.425191,2.48543,-0.121565,-0.0506831,0.375682,1,-0.0293131,-0.0293131,1,0.921873,0.953476,0.66616,-0.623261,-0.0971878,0.0366097,0.282559,-0.659784,0.395583,0.374685,0.548155,0.325161,-0.0649855,0.0091414,-0.0381707,0.00910022,0.0170724,-0.479639,-0.508197,-0.0119292,-0.476863,0.0725886,0.233305,-0.232654,-0.0213142,-0.0826503,0.0900722,0.0938217,0.59695,0.567443
-2067.65,0.992942,0.0889068,6,63,0,2087.47,2.18713,2.64839,1.95156,0.604241,1.09198,0.160024,0.206333,0.356081,1,-0.0262624,-0.0262624,1,1.05197,1.02494,0.674621,-0.561705,-0.180403,0.100736,0.440365,-0.35793,0.379719,0.378921,0.510251,0.314187,0.00551686,0.00360951,0.026918,-0.0172567,-0.0463683,-0.531478,0.16736,-0.0928588,-0.484546,0.10088,-0.0353215,-0.315397,0.164709,-0.144002,0.258777,0.0921997,0.575393,0.573901
-2065.15,0.989483,0.0889068,6,63,0,2087.3,2.2748,2.77274,2.02059,0.909387,1.72695,0.030489,0.206627,0.570152,1,0.0275142,0.0275142,1,0.978071,1.01756,0.66693,-0.568373,-0.151094,0.108241,0.244687,-0.367466,0.408513,0.348317,0.525816,0.400736,-0.0768476,0.126562,-0.0720266,-0.00554699,-0.0737551,-0.534849,-0.30999,0.055852,-0.488822,0.232548,-0.436739,-0.185292,0.00917958,-0.116648,0.187509,0.0833545,0.600385,0.510024
-2055.88,0.986903,0.0889068,6,63,0,2083.81,2.4191,2.80437,2.088,0.347139,2.42235,-0.222914,-0.196806,-0.207771,1,-0.0789707,-0.0789707,1,1.05343,0.98227,0.698883,-0.626001,-0.150213,0.148965,0.467915,-0.669114,0.337431,0.387154,0.579116,0.307613,0.048766,-0.0631391,0.0688015,0.0217109,0.169829,-0.219383,-0.0269306,-0.00989169,-0.512973,0.135302,0.0922717,-0.501853,0.0149745,-0.0895308,1.0061,0.124703,0.58955,0.612418
-2061.79,0.689265,0.0889068,5,63,0,2077.45,2.42542,2.91684,2.21779,0.443882,1.53828,-0.55665,-0.414286,-0.327594,1,0.0590048,0.0590048,1,1.00241,1.05478,0.73657,-0.600378,-0.233496,0.148584,0.318177,-0.403951,0.376341,0.403113,0.536645,0.356092,-0.0341653,0.0342052,0.0754223,0.038641,-0.00960236,-0.333083,-0.0136265,0.072752,-0.541946,0.242692,-0.343702,-0.459588,-0.019298,-0.141665,0.0192767,0.198946,0.620289,0.482831
-2060.31,0.981272,0.0889068,6,63,0,2079.74,2.37688,2.85334,2.20903,0.810517,1.89545,-0.380096,-0.311388,-0.269017,1,-0.0212574,-0.0212574,1,1.00787,0.969328,0.674026,-0.614907,-0.168974,0.081043,0.397228,-0.686063,0.333016,0.352254,0.650185,0.330539,0.105281,-0.0301703,0.10723,0.123677,0.226195,-0.422387,-0.164968,0.0901918,-0.499187,0.0625804,-0.127162,-0.447194,-0.023365,-0.107778,0.528287,0.303383,0.594574,0.645624
-2060.42,0.753513,0.0889068,5,63,0,2082.9,2.33781,2.84417,2.24044,0.612574,1.6002,-0.479841,-0.396372,-0.212489,1,-0.0699894,-0.0699894,1,1.02682,0.955201,0.699504,-0.614689,-0.174229,0.0775954,0.403033,-0.669213,0.323653,0.355956,0.618345,0.328448,0.0997171,-0.0530897,0.182941,0.135668,-0.00541697,-0.463747,-0.194045,0.163171,-0.470252,0.123568,-0.143778,-0.529122,-0.0193744,-0.121151,0.1673,0.385558,0.594049,0.6259
-2062.49,0.839813,0.0889068,6,63,0,2083.33,2.27516,2.66145,2.06628,0.125456,2.03189,-0.827212,-0.886292,-0.550494,1,-0.0146205,-0.0146205,1,1.02045,1.03499,0.761268,-0.592633,-0.178374,0.20585,0.283009,-0.320433,0.415175,0.402446,0.456564,0.373609,0.0253351,0.00307138,0.0981908,0.161687,0.231102,-0.38751,-0.0177213,0.128642,-0.521597,0.239597,-0.257533,-0.236483,0.0296541,-0.129956,0.264179,0.215254,0.607919,0.521362
-2062.31,0.871387,0.0889068,6,63,0,2079.52,2.14258,2.65278,2.07656,1.16556,1.16322,-0.0131204,0.385665,0.703522,1,0.0138564,0.0138564,1,0.974158,0.970674,0.640201,-0.609061,-0.120035,0.0758194,0.48784,-0.709832,0.31969,0.322058,0.619228,0.333608,-0.0333185,-0.00721288,-0.067671,-0.0298935,-0.0876467,-0.253383,-0.238627,-0.0598527,-0.480058,0.0788258,0.0927572,-0.385141,0.013949,-0.0533149,0.232929,0.101103,0.586882,0.593345
-2063.14,0.927387,0.0889068,6,63,0,2081.43,2.33698,2.63674,1.86598,1.41054,0.736856,-0.144575,0.40418,0.325184,1,0.0210743,0.0210743,1,1.01305,1.03801,0.727063,-0.6144,-0.144881,0.195124,0.316516,-0.338378,0.411719,0.377799,0.440141,0.417716,-0.00931454,-0.0115254,-0.0367856,-0.041118,-0.0861322,-0.592232,-0.0103394,-0.0324645,-0.515667,0.229894,-0.182657,-0.261915,-0.00311092,-0.0854718,0.384729,0.103301,0.616822,0.589283
-2062.24,0.908303,0.0889068,6,63,0,2083.28,2.35643,2.78089,2.06223,-0.328352,3.07368,-1.41829,-0.528158,0.266092,1,-0.0361596,-0.0361596,1,0.980764,0.957066,0.657863,-0.589381,-0.159248,0.111513,0.366266,-0.630496,0.328721,0.346916,0.601131,0.283274,-0.013399,0.00550557,-0.00495378,0.0751237,0.0370867,-0.256655,-0.088721,-0.0377988,-0.456722,0.0982026,-0.0602423,-0.446679,0.0258318,-0.0936914,0.0897395,0.0455538,0.576969,0.443355
-2056.03,0.994252,0.0889068,5,31,0,2077.41,2.22205,2.74986,2.12681,-0.107736,2.10321,-0.818793,-0.726322,-0.548429,1,-0.0608329,-0.0608329,1,1.00216,1.02717,0.738508,-0.591931,-0.228563,0.111699,0.357235,-0.533129,0.410917,0.346595,0.534514,0.385769,-0.00866093,-0.0525289,0.0379862,0.0458195,0.135095,-0.434259,0.0947884,0.0227104,-0.510462,0.200982,-0.182789,-0.279296,-0.0438419,-0.0893952,0.193844,0.0267582,0.599249,0.487561
-2061.35,0.986316,0.0889068,5,31,0,2074.22,2.24624,2.87544,2.08141,0.649276,2.71237,-1.21301,-0.746913,-0.211293,1,-0.0978699,-0.0978699,1,0.98946,1.06334,0.709745,-0.601641,-0.182031,0.0705533,0.292797,-0.446168,0.363709,0.379673,0.509478,0.425915,-0.0522998,0.0168936,0.0430809,0.0452417,0.222448,-0.394494,-0.0735903,0.053538,-0.509309,0.145651,-0.0120705,-0.281773,-0.0236291,-0.159835,0.291599,0.0638266,0.629273,0.528963
-2068,0.733359,0.0889068,5,31,0,2081.41,2.41116,2.69154,2.05574,0.29013,2.98318,-1.116,-0.912165,-1.10282,1,-0.0297319,-0.0297319,1,0.997991,1.05408,0.672403,-0.616367,-0.151258,0.136667,0.352363,-0.515116,0.347841,0.371585,0.509212,0.470186,-0.0532823,0.0449272,0.0848466,0.0830963,0.0993362,-0.0873842,0.342362,0.0823905,-0.493528,0.0913075,0.18065,-0.405527,-0.0577816,-0.0764617,0.180271,0.066461,0.613458,0.518633
-2064.36,0.954744,0.0889068,5,63,0,2082.11,2.10506,2.73733,2.03,0.261181,1.32828,-1.01666,-0.948186,-0.882174,1,0.0425783,0.0425783,1,0.982508,0.913051,0.690507,-0.59774,-0.156889,0.168546,0.476297,-0.524681,0.381392,0.352485,0.559803,0.273277,0.00613228,-0.0547513,0.0418373,0.00460078,0.172846,-0.287348,-0.0932253,0.0327477,-0.535575,0.212514,-0.235374,-0.25609,0.0871611,-0.0901245,0.262436,0.0338619,0.579928,0.666615
-2063.45,0.999312,0.0889068,6,63,0,2079.68,2.26693,2.67176,1.94383,0.687217,1.45305,0.805547,-0.442453,0.788106,1,-0.0810168,-0.0810168,1,1.01921,1.06583,0.697058,-0.61118,-0.159864,0.15364,0.387258,-0.463935,0.349206,0.396688,0.554148,0.41369,0.0321921,-0.00267366,-0.0387783,-0.079914,0.0409639,-0.595175,-0.0915663,-0.0170335,-0.475996,0.12889,-0.284095,-0.339309,-0.0296643,-0.108718,0.00945396,0.0345474,0.608698,0.432901
-2060.03,0.999097,0.0889068,6,63,0,2074.84,2.32714,2.82594,2.05551,0.383108,2.25899,-0.437697,1.11245,1.09927,1,0.062712,0.062712,1,0.978076,0.937603,0.696911,-0.578513,-0.2059,0.114654,0.428262,-0.567662,0.370683,0.334754,0.596217,0.313819,-0.0193386,-0.00353789,-0.0113457,0.0321432,-0.106319,-0.435584,-0.220094,0.0162832,-0.522278,0.18378,0.15425,-0.38205,0.0636253,-0.0750569,0.103465,0.0146606,0.585723,0.720611
-2057.93,0.975291,0.0889068,5,31,0,2073.86,2.37226,2.88241,2.0984,0.294945,1.64808,0.138949,0.389261,0.230167,1,0.0311824,0.0311824,1,0.95114,0.940153,0.670813,-0.560682,-0.172815,0.121645,0.388935,-0.584611,0.373732,0.362405,0.568784,0.273146,-0.0554432,0.00982239,0.0206799,-0.0101592,-0.013596,-0.342569,-0.249547,-0.0168147,-0.518133,0.189701,0.0407831,-0.382933,0.0513238,-0.0979552,0.237823,0.0193522,0.586277,0.573213
-2061.01,0.974614,0.0889068,6,63,0,2075.02,2.137,2.64879,2.07282,0.599745,1.6767,0.299578,0.0422745,0.26058,1,-0.0370141,-0.0370141,1,1.05613,1.06941,0.737547,-0.660883,-0.190154,0.13625,0.341321,-0.444113,0.320091,0.378633,0.549306,0.371729,0.0516511,0.00340146,0.00739312,-0.0125755,0.0121349,-0.496372,-0.267132,-0.040863,-0.491831,0.130399,-0.23975,-0.226861,0.0183724,-0.0894148,0.0109866,0.0809389,0.604223,0.526659
-2059.68,0.98102,0.0889068,6,63,0,2074.05,2.21826,2.68084,2.0551,0.268854,1.77264,-0.668956,0.45519,-0.0606782,1,0.0203461,0.0203461,1,0.944571,0.935284,0.66215,-0.548263,-0.133309,0.125807,0.480823,-0.513036,0.3967,0.359958,0.514042,0.283363,-0.0702585,-0.0018767,0.0255217,0.000322007,0.0184596,-0.441852,-0.107645,0.0102198,-0.496705,0.218317,0.0346372,-0.436167,0.0208652,-0.0793666,0.0644264,0.0478533,0.589681,0.593284
