lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_Goby.1,a_Goby.2,a_Goby.3,a_bar_Goby,sigma_Goby,U.1,U.2,U.3,Rho_errors.1.1,Rho_errors.2.1,Rho_errors.1.2,Rho_errors.2.2,sigma_errors.1,sigma_errors.2,beta_Rain,beta_Wind,beta_Year_2,beta_Year,beta_SB_count,beta_SC_count,beta_Temp,beta_BreachDays,beta_DO,beta_SAV,a_Rain,a_Wind,a_BreachDays,a_Temp,a_SAV,a_SC,a_SB,a_DO,beta_Temp_2,beta_Micro,beta_SAV_2,beta_Substrate,beta_Goby_lag,beta_BreachDays_2,k_U_bio,k_U,tau,phi
# Adaptation terminated
# Step size = 0.0889068
# Diagonal elements of inverse mass matrix:
# 0.0161192, 0.0174738, 0.015187, 0.319341, 0.213619, 0.410718, 0.337294, 0.407458, 0.00305071, 0.00158545, 0.00157765, 0.00115671, 0.000626591, 0.00296126, 0.00256523, 0.0104723, 0.0109411, 0.000846893, 0.000783165, 0.00139044, 0.00337752, 0.00322832, 0.00308131, 0.00598461, 0.006081, 0.0176113, 0.0319191, 0.0277719, 0.00610108, 0.00124583, 0.00244076, 0.0622453, 0.00709481, 0.00218595, 0.00135138, 1.48499, 1.71868, 0.000386138, 0.00705071
-2066.75,0.996834,0.0889068,6,63,0,2091.46,2.26692,2.86926,2.04906,0.51826,3.9725,0.139706,0.913332,1.6472,1,-0.0657362,-0.0657362,1,1.02693,0.951987,0.763033,-0.62484,-0.20887,0.196437,0.48309,-0.646828,0.373486,0.393337,0.598672,0.417931,-0.0462628,-0.0113715,-0.016968,-0.0277515,-0.07056,-0.363285,-0.265529,-0.0391098,-0.564879,0.172613,-0.0357061,-0.303741,-0.0802639,-0.06608,0.0857846,0.039827,0.597427,0.43299
-2064.28,0.952591,0.0889068,5,31,0,2088.3,2.31517,2.63104,2.13681,0.587805,1.12545,0.0554327,0.750745,0.975918,1,-0.0667555,-0.0667555,1,1.00843,0.957067,0.703709,-0.597509,-0.127648,0.118232,0.35982,-0.680919,0.360382,0.365957,0.53695,0.466997,-0.118181,-0.00210187,-0.104695,-0.0696347,-0.0716106,-0.386455,-0.00779551,-0.0671704,-0.511833,0.195663,-0.245268,-0.365486,-0.0764177,-0.11362,0.0552642,0.0771567,0.594101,0.527316
-2075.41,0.974608,0.0889068,5,31,0,2094.65,2.31355,2.93702,2.06778,1.18721,1.82,0.118212,0.260661,1.24653,1,0.0378244,0.0378244,1,0.973403,0.96212,0.674731,-0.54654,-0.256677,0.126676,0.514819,-0.452564,0.435798,0.308415,0.48789,0.297954,0.169272,0.0243436,-0.0140225,0.0315392,-0.129987,-0.466175,-0.474629,0.00927536,-0.524872,0.118134,-0.22677,-0.512299,0.0612823,-0.115296,0.111768,0.0269682,0.603458,0.508727
-2070.39,0.997477,0.0889068,6,63,0,2090.25,2.13961,3.03793,2.12512,0.247635,3.4847,-1.24524,-0.740025,-0.143111,1,-0.0751355,-0.0751355,1,1.04269,1.02939,0.707473,-0.683124,-0.12547,0.135748,0.263989,-0.577895,0.326449,0.410502,0.579267,0.400682,-0.111872,-0.0440088,0.0827747,0.0731864,0.0851096,-0.440934,-0.188315,0.0763819,-0.538558,0.136571,0.0398968,-0.26693,0.0158012,-0.108148,0.148026,0.144801,0.585225,0.535578
-2072.05,0.956578,0.0889068,6,63,0,2094.32,2.38081,2.42141,1.91335,0.447135,1.30533,-0.539874,-0.648607,-0.593125,1,0.0224189,0.0224189,1,0.95951,1.01087,0.706218,-0.590685,-0.134073,0.189408,0.512862,-0.257004,0.34008,0.345184,0.637759,0.263317,0.0332525,0.0183189,0.107451,0.0223809,0.335856,0.0514519,0.368978,0.145614,-0.498166,0.216615,-0.31076,-0.480015,-0.0310796,-0.0675709,0.616021,0.0976779,0.59847,0.542053
-2072.1,0.263118,0.0889068,6,63,0,2094.32,2.27402,2.45598,1.9177,0.0686106,1.15094,-0.303846,-0.397203,-0.306803,1,0.0225289,0.0225289,1,0.99752,1.05339,0.727284,-0.618358,-0.128109,0.211718,0.548999,-0.321582,0.33009,0.335972,0.627199,0.205203,0.0728482,-0.00352808,0.0499827,0.107682,0.309165,-0.101994,0.395244,0.0724946,-0.48447,0.213999,-0.631327,-0.521763,-0.044763,-0.0721582,0.93006,0.356149,0.588412,0.571044
-2070.03,0.0907423,0.0889068,5,31,0,2086.94,2.26329,2.39707,1.92766,0.0405341,1.16352,-0.467979,-0.305479,-0.231833,1,0.025294,0.025294,1,1.00107,1.05864,0.7294,-0.618711,-0.131007,0.220927,0.539654,-0.307235,0.331348,0.329333,0.636024,0.213457,0.0691643,-0.00654402,0.0555403,0.0997041,0.314158,-0.0979746,0.393087,0.052927,-0.486317,0.212807,-0.642851,-0.489825,-0.0389599,-0.0706947,0.982463,0.176923,0.589347,0.565083
-2063.89,0.370843,0.0889068,5,31,0,2087.61,2.23312,2.44125,1.87209,-0.136185,1.51949,-0.84799,-0.628971,-0.507001,1,0.0402658,0.0402658,1,0.988599,1.02556,0.71851,-0.609439,-0.188134,0.209278,0.596891,-0.407983,0.363329,0.316474,0.6044,0.190979,0.0297266,-0.042587,0.0498332,0.0723688,0.387901,-0.0755868,0.39103,0.0957898,-0.474435,0.24976,-0.538185,-0.427024,-0.0292831,-0.0644662,0.606187,0.120935,0.605659,0.552302
-2056.9,0.859034,0.0889068,5,31,0,2074.93,2.10212,2.62276,1.87036,1.11468,1.82996,-0.589877,-0.560421,-0.442329,1,-0.0580406,-0.0580406,1,0.966128,0.928499,0.722705,-0.581394,-0.12055,0.172498,0.508812,-0.497752,0.370042,0.350211,0.558203,0.26978,0.0311372,0.00192106,0.109972,0.0900584,0.380726,0.0993224,0.105796,0.0666342,-0.482808,0.18235,0.0939792,-0.349507,0.0189976,-0.0914016,0.698999,0.115123,0.593563,0.697645
-2071.38,0.114368,0.0889068,5,31,0,2091.7,2.06985,2.43096,1.81125,0.132118,2.23854,-1.25005,-1.20768,-0.742063,1,-0.0675049,-0.0675049,1,1.00386,0.984497,0.644991,-0.55348,-0.0565477,0.214785,0.40919,-0.404717,0.403334,0.333922,0.582018,0.261151,-0.0300067,-0.0432125,0.000127447,0.0401328,0.206394,-0.0461716,0.432973,0.0482289,-0.503715,0.21335,-0.177967,-0.227254,-0.0270157,-0.112262,0.252884,0.0163484,0.591513,0.65529
-2067.83,0.934906,0.0889068,6,63,0,2091.9,2.43472,3.03449,2.2101,0.775722,1.64789,-0.645819,-0.268196,0.0997668,1,0.0319848,0.0319848,1,0.978896,0.992227,0.764532,-0.60575,-0.314547,0.0441493,0.40677,-0.51493,0.374721,0.39363,0.513087,0.366717,0.0326949,0.00420516,0.077005,0.109949,-0.0268709,-0.231665,-0.104889,0.118916,-0.517193,0.132437,0.248247,-0.457254,0.0637451,-0.0666443,0.0723716,0.189561,0.586325,0.505644
-2059.24,0.995266,0.0889068,5,31,0,2080.84,2.31739,2.769,2.03077,0.0630258,2.46496,-1.48626,-0.647068,-0.297151,1,0.000326607,0.000326607,1,0.981121,1.00653,0.658743,-0.583077,-0.152973,0.182338,0.361553,-0.5728,0.399269,0.358247,0.602267,0.340134,-0.0298587,0.0138243,-0.0196242,0.0120102,0.0777097,-0.460771,0.0187174,-0.0221762,-0.501815,0.216193,-0.338898,-0.269706,0.0322887,-0.140746,0.13725,0.0462962,0.602864,0.509673
-2070.53,0.995929,0.0889068,5,31,0,2081.73,2.14373,2.70735,2.16668,-0.0788527,2.44619,-2.53941,-1.03057,0.201785,1,0.110631,0.110631,1,0.980707,1.02543,0.710211,-0.584486,-0.0793373,0.0726864,0.275221,-0.575443,0.35823,0.368569,0.504781,0.354534,0.0207503,0.0678575,0.0323285,0.00678586,0.0506866,-0.487331,0.106898,0.044674,-0.448797,0.156835,0.115882,-0.320823,0.0625925,-0.159055,0.0635577,0.00198596,0.59767,0.430527
-2062.68,0.965133,0.0889068,6,63,0,2090.04,2.31569,2.65857,2.13455,1.10221,1.00888,-0.172911,0.0877688,0.0996344,1,-0.109942,-0.109942,1,1.02,0.986188,0.685413,-0.586407,-0.182956,0.192433,0.488176,-0.473834,0.362042,0.35091,0.484889,0.390616,0.0252011,-0.0678703,-0.0319905,-0.0139001,0.0340096,-0.547928,0.0275821,-0.00661161,-0.587403,0.207559,-0.482532,-0.439303,-0.018321,-0.0326908,0.476777,0.213667,0.600045,0.687491
-2058.7,0.995388,0.0889068,5,63,0,2076.72,2.30608,2.80011,2.07793,0.933887,1.3919,-0.182005,0.0542385,0.280124,1,-0.0890272,-0.0890272,1,0.975612,1.06688,0.709938,-0.601009,-0.213548,0.165448,0.35611,-0.557497,0.382514,0.312096,0.513161,0.448969,0.06167,-0.0265661,0.0154913,-0.0022469,-0.0480386,-0.295255,-0.233674,-0.00723476,-0.488129,0.151406,-0.75487,-0.434437,0.0153233,-0.123051,0.409871,0.152243,0.613865,0.609759
-2060.64,0.911612,0.0889068,5,63,0,2080.91,2.18559,2.60992,2.00792,1.22573,0.848486,0.204361,0.136955,0.297177,1,0.0929205,0.0929205,1,1.07045,1.02572,0.673855,-0.606062,-0.116875,0.118157,0.42564,-0.483704,0.368517,0.370981,0.557946,0.244211,-0.076498,-0.085069,0.016695,-0.0233679,-0.0573463,-0.527058,0.087471,-0.0388798,-0.500767,0.113048,-0.0682935,-0.312585,-0.0538706,-0.118697,0.18389,0.163076,0.603659,0.606202
-2065.99,0.923325,0.0889068,6,63,0,2088.48,2.31354,2.8391,2.13015,-0.138318,4.91933,-1.11462,-1.10576,-0.0870413,1,-0.0846056,-0.0846056,1,0.958723,0.976638,0.721227,-0.59993,-0.227198,0.151905,0.353754,-0.56665,0.351571,0.358453,0.519789,0.442075,0.0743031,0.110172,0.0957035,0.0659425,0.0514546,-0.306707,-0.0283676,0.0412329,-0.543938,0.183577,-0.145674,-0.360917,0.107279,-0.040306,0.0566266,0.0519254,0.585409,0.472446
-2060.23,0.957267,0.0889068,5,31,0,2086.96,2.33017,2.87337,2.22984,-0.276758,2.25361,-0.643482,-0.300585,0.0396785,1,-0.0170899,-0.0170899,1,0.997532,1.00727,0.735916,-0.608367,-0.104607,0.08791,0.245248,-0.64415,0.360733,0.369691,0.61609,0.384095,-0.099796,-0.0656439,0.00110797,-0.0092879,0.0131202,-0.369477,-0.156169,0.0282219,-0.515962,0.12395,-0.0472883,-0.403369,0.0137072,-0.175752,0.275935,0.0328723,0.590056,0.595286
-2063.49,0.935899,0.0889068,5,31,0,2084.67,2.3289,2.68749,2.05484,1.31416,1.12845,-0.700862,0.347727,1.18278,1,-9.62779e-05,-9.62779e-05,1,0.985561,1.00808,0.634491,-0.624342,-0.197201,0.12152,0.313003,-0.490424,0.340633,0.390591,0.507468,0.386942,-0.0259531,0.139212,-0.0531739,-0.0234021,-0.0180389,-0.45158,-0.133633,0.0166114,-0.526845,0.182664,-0.0186552,-0.40863,-0.0498328,-0.00551918,0.0877288,0.0683022,0.598663,0.541868
-2067.17,0.962397,0.0889068,6,63,0,2080.44,2.23867,2.76923,2.13299,0.212149,2.63757,-0.216883,-0.143445,0.136692,1,-0.0167409,-0.0167409,1,1.02157,0.983698,0.765558,-0.562263,-0.134253,0.135276,0.388585,-0.60108,0.371085,0.345174,0.552136,0.283421,0.0582884,-0.154706,0.100118,0.0199791,-0.038739,-0.256769,-0.121973,-0.0233963,-0.480165,0.123557,-0.0562206,-0.23412,0.0836336,-0.158307,0.193435,0.0531582,0.599076,0.547718
-2069.05,0.99952,0.0889068,6,63,0,2088.24,2.08608,2.61666,1.92528,0.773415,1.03786,0.0637177,0.342028,0.601953,1,-0.053707,-0.053707,1,1.01313,1.04191,0.671372,-0.628765,-0.109507,0.143056,0.480946,-0.416286,0.368404,0.405927,0.531724,0.364632,-0.202708,0.102994,-0.0574502,0.0246216,0.000759064,-0.335237,-0.233541,0.0649494,-0.546052,0.226492,-0.108091,-0.317555,0.0209341,-0.0769606,0.111359,0.0431084,0.579647,0.530633
-2068.15,0.980216,0.0889068,6,63,0,2094.24,2.31122,2.83886,2.19044,0.0493936,1.99282,0.806798,1.12511,1.41135,1,0.027495,0.027495,1,0.996409,0.968976,0.706871,-0.582047,-0.234065,0.114824,0.354114,-0.609118,0.320741,0.341977,0.623779,0.300662,0.191944,-0.105075,-0.0779396,-0.0831625,-0.062635,-0.442359,-0.361387,-0.0975677,-0.438648,0.139927,-0.250061,-0.325167,0.0216694,-0.133279,0.107085,0.0964678,0.615943,0.587763
-2064.1,0.981231,0.0889068,6,63,0,2085.9,2.37058,2.80872,2.0982,0.690357,1.38932,0.240693,0.29107,0.890553,1,-0.048738,-0.048738,1,1.00749,1.04666,0.68159,-0.635371,-0.197097,0.133368,0.374992,-0.508041,0.396572,0.390205,0.521531,0.368791,-0.193465,0.11377,-0.0337606,-0.0243254,-0.0279361,-0.477024,-0.0822169,0.0447305,-0.568693,0.158783,0.0841012,-0.396558,0.0201407,-0.0708106,0.0787124,0.0349267,0.579323,0.530822
-2059.83,0.990336,0.0889068,6,63,0,2078.1,2.15831,2.61952,1.92737,0.0229009,1.6841,0.155917,0.472765,0.761036,1,0.0194263,0.0194263,1,1.06887,1.00198,0.721163,-0.585349,-0.174309,0.090121,0.433218,-0.512944,0.346213,0.34519,0.564585,0.344712,0.099339,-0.0965171,-0.0850496,-0.086568,-0.230362,-0.61346,-0.309714,-0.158691,-0.441394,0.148323,-0.328899,-0.30643,0.00868897,-0.120693,0.507642,0.220497,0.607182,0.588157
-2068.2,0.973561,0.0889068,5,31,0,2081.75,2.11895,2.51972,1.95196,-0.236883,2.06964,0.185805,0.724005,0.815494,1,0.00563156,0.00563156,1,1.06368,1.05372,0.684763,-0.598979,-0.127388,0.180794,0.568701,-0.433066,0.345795,0.395683,0.534193,0.311446,0.0355082,-0.136827,-0.125682,-0.073891,-0.138237,-0.446323,-0.523093,0.00272398,-0.440832,0.124479,-0.120114,-0.441615,-0.0159069,-0.129165,0.196892,0.0796944,0.596189,0.575691
-2067.61,0.985404,0.0889068,5,63,0,2086.16,2.21149,2.85768,1.9686,0.793572,2.2192,0.504149,0.411235,0.89715,1,0.0728263,0.0728263,1,1.04203,0.999428,0.702211,-0.601335,-0.0761943,0.113152,0.39908,-0.679939,0.417242,0.351734,0.570527,0.288367,-0.0143823,0.070774,-0.0482382,-0.0513802,-0.0944255,-0.594943,-0.0224215,-0.148022,-0.534383,0.124476,0.0677743,-0.300638,-0.0222248,-0.134776,0.102244,0.15202,0.597857,0.320463
-2064.29,0.989447,0.0889068,5,31,0,2081.33,2.20528,2.65595,2.09352,-0.637049,2.94891,0.255684,0.203396,0.39616,1,-0.062956,-0.062956,1,0.981282,0.985629,0.676442,-0.592404,-0.192516,0.107038,0.45169,-0.540471,0.33163,0.395489,0.513759,0.48455,-0.0562377,0.0040251,-0.124347,-0.115158,-0.0793609,-0.290717,-0.302675,-0.0373706,-0.535804,0.111768,-0.102289,-0.380762,0.0316819,-0.111421,0.0839534,0.325054,0.595221,0.631176
-2070.4,0.922869,0.0889068,6,63,0,2091.94,2.08862,2.51114,1.79481,0.713502,1.57912,-0.766293,-0.514963,-0.178519,1,0.0106158,0.0106158,1,1.00079,1.06446,0.71503,-0.579584,-0.0702538,0.253419,0.385202,-0.426938,0.435961,0.328384,0.556807,0.227265,0.0931122,-0.0368077,0.0474089,0.0749052,0.087187,-0.676161,-0.0134947,0.163807,-0.49163,0.225027,-0.380438,-0.253596,-0.0428363,-0.0752232,0.156204,0.214389,0.606965,0.505544
-2063.62,0.974049,0.0889068,6,63,0,2090.15,2.21004,2.71325,2.12236,1.26068,1.0474,-0.703554,-0.897794,-0.278032,1,-0.0256712,-0.0256712,1,1.01334,0.895764,0.697472,-0.58703,-0.170305,0.172522,0.385571,-0.723024,0.368918,0.390614,0.495404,0.485252,-0.0170978,-0.0314665,0.0117337,0.0216606,0.0407618,-0.191094,-0.151991,0.0141558,-0.522956,0.160351,0.0283806,-0.359806,0.0530791,-0.0764285,0.0684832,0.0366669,0.607386,0.438048
-2058.42,0.995674,0.0889068,5,31,0,2075.97,2.24743,2.91537,2.14825,0.125004,2.08222,-1.65139,-0.665682,-0.352391,1,-0.0303289,-0.0303289,1,1.05784,0.99936,0.711061,-0.593865,-0.101066,0.139317,0.325195,-0.61909,0.408482,0.356587,0.541966,0.376203,-0.0211428,0.0300998,0.0440779,0.0594168,0.0285858,-0.525216,-0.00351934,0.0734659,-0.544798,0.155374,0.26655,-0.316157,0.0203266,-0.122446,0.110222,0.060004,0.604208,0.525396
-2061.25,0.996774,0.0889068,5,63,0,2074.67,2.23892,2.76755,2.09116,0.674747,1.95217,-1.02233,-0.682762,-0.310608,1,0.0381889,0.0381889,1,1.04633,0.944612,0.691579,-0.595543,-0.095245,0.179719,0.261188,-0.568591,0.382776,0.340742,0.549571,0.385373,-0.0572249,0.0440384,0.0770583,0.0815761,0.0466728,-0.20061,-0.178679,0.0413552,-0.559795,0.118622,0.359875,-0.348968,-0.0297478,-0.0965216,0.185988,0.104029,0.61887,0.622311
-2058.38,0.989085,0.0889068,5,31,0,2077.89,2.25579,2.87341,2.21877,0.721571,1.35085,-0.491952,-0.433166,-0.138472,1,-0.0404688,-0.0404688,1,1.01609,1.02545,0.72519,-0.567355,-0.184234,0.105745,0.381162,-0.559986,0.36,0.354752,0.532877,0.409209,-0.105493,-0.0695679,0.0785417,0.0665068,0.0701749,-0.387936,-0.17505,0.0534004,-0.498359,0.1566,0.137797,-0.457926,-0.0136733,-0.0992483,0.40568,0.18266,0.620461,0.499822
-2065.37,0.982891,0.0889068,6,63,0,2082.74,2.37491,2.84236,2.19504,-0.213449,1.76638,1.13075,1.27285,2.13878,1,-0.0351726,-0.0351726,1,1.00038,1.03066,0.679136,-0.63089,-0.202788,0.156387,0.297494,-0.619543,0.378669,0.376097,0.550081,0.366328,0.149305,0.0439821,-0.125847,-0.116798,-0.0523699,-0.554119,-0.409496,-0.144607,-0.53839,0.154917,-0.349372,-0.356117,0.046822,-0.132153,0.0511832,0.0889532,0.571135,0.586169
-2070.59,0.874877,0.0889068,5,63,0,2088.54,2.35951,2.90774,2.13952,-0.230091,1.95732,0.972671,1.44179,2.09084,1,-0.000764147,-0.000764147,1,1.05464,1.04373,0.633986,-0.631136,-0.194269,0.138906,0.286006,-0.590724,0.384879,0.36707,0.521427,0.380706,0.159802,-0.0135168,-0.136191,-0.177602,-0.118654,-0.675956,-0.520803,-0.137733,-0.548685,0.174096,-0.270857,-0.334178,0.0818214,-0.113899,0.0852636,0.0979839,0.566738,0.603329
-2069.59,0.930293,0.0889068,6,63,0,2086.49,2.21156,2.63404,1.91711,0.935906,0.955364,0.0842796,0.114729,0.225336,1,-0.00580535,-0.00580535,1,0.949923,0.962897,0.769578,-0.587724,-0.128352,0.141753,0.457063,-0.458193,0.314562,0.362351,0.565904,0.314019,-0.156563,0.0159432,-0.0471548,-0.137706,-0.0349963,-0.786282,-0.117134,-0.0657912,-0.45612,0.152312,0.105696,-0.385591,-0.0420796,-0.0699074,0.281776,0.441008,0.630977,0.51246
-2066.82,0.855821,0.0889068,6,63,0,2092.77,2.26835,2.78849,1.80391,-0.198351,2.71288,-0.554921,-0.187199,0.232333,1,0.0219557,0.0219557,1,1.04615,1.05989,0.662149,-0.612749,-0.15564,0.116495,0.408938,-0.450536,0.392801,0.370724,0.567354,0.245295,0.153284,0.0103331,0.0534518,-0.0432232,-0.00440755,-0.29391,-0.273952,0.0415742,-0.516597,0.153663,-0.40217,-0.254869,0.101254,-0.11,0.163727,0.078502,0.585342,0.587395
-2066.52,0.96688,0.0889068,6,63,0,2091.64,2.44862,2.83814,2.28859,0.977642,1.40627,-0.139999,-0.165634,-0.0464215,1,-0.0445982,-0.0445982,1,1.00609,0.99583,0.680798,-0.638695,-0.115894,0.084375,0.249616,-0.788022,0.372806,0.368723,0.554043,0.433922,-0.00224617,-0.0305016,-0.01616,-0.0459984,0.099042,-0.323331,-0.326722,0.0423511,-0.551321,0.150961,0.0848597,-0.310375,-0.00933574,-0.064576,0.252181,0.0986084,0.617197,0.598159
-2062.95,0.993991,0.0889068,6,63,0,2081.09,2.39123,2.55307,2.06377,0.15518,2.23116,0.272597,0.711879,1.37104,1,0.0601335,0.0601335,1,1.01087,1.00304,0.716475,-0.577198,-0.209565,0.182397,0.517019,-0.415304,0.38699,0.359663,0.536974,0.253973,-0.0306739,0.0614135,-0.0442146,-0.013363,-0.0906062,-0.365625,-0.417271,-0.080553,-0.513639,0.130997,-0.0855924,-0.294875,0.0708425,-0.15322,0.104055,0.0772001,0.575976,0.525063
-2055.54,0.989077,0.0889068,5,31,0,2077.69,2.21269,2.77329,2.00903,0.0525647,2.37286,-0.111543,0.0574769,0.223696,1,0.0128473,0.0128473,1,0.995777,1.02385,0.708747,-0.571631,-0.153047,0.166092,0.353269,-0.568201,0.392271,0.35589,0.573119,0.23369,0.019925,-0.00174431,-0.0169483,-0.0766983,-0.0541924,-0.552605,-0.184779,-0.00397638,-0.483618,0.139773,-0.579063,-0.295223,0.0523225,-0.0837872,0.419651,0.0899198,0.588978,0.53634
-2056.28,0.849908,0.0889068,5,31,0,2072.65,2.11978,2.6536,2.03953,-0.391183,1.71587,-0.0651943,0.0559198,0.259891,1,-0.0277179,-0.0277179,1,1.00258,1.02125,0.708882,-0.560101,-0.148918,0.141864,0.386778,-0.54025,0.398515,0.347866,0.555252,0.238083,-0.0533758,0.0109168,-0.0247264,-0.0221689,-0.0262981,-0.500399,-0.188122,-0.010397,-0.487973,0.124533,-0.537662,-0.356704,0.0671168,-0.0949989,0.731657,0.28873,0.584382,0.55365
-2059.32,0.991126,0.0889068,6,63,0,2070.21,2.18051,2.75659,2.17793,0.432089,0.879791,0.182509,0.326885,0.829264,1,0.0188846,0.0188846,1,1.0023,0.972958,0.688312,-0.663168,-0.18412,0.125412,0.301695,-0.487741,0.333083,0.372755,0.537968,0.415407,0.0543542,0.00375082,-0.0539065,-0.088754,-0.121283,-0.633397,-0.153343,-0.0550021,-0.511832,0.169286,0.29857,-0.263596,0.0148358,-0.0888854,0.201858,0.171061,0.607754,0.521989
-2057.69,0.919328,0.0889068,5,31,0,2080.32,2.17126,2.60656,1.99722,0.564865,3.42954,0.134663,0.295118,0.432233,1,0.0295408,0.0295408,1,1.02362,1.0443,0.696897,-0.570326,-0.14726,0.123386,0.325084,-0.481351,0.375184,0.354937,0.558939,0.35728,-0.0774184,-0.0432159,-0.0685628,-0.101277,-0.000638488,-0.317277,-0.151986,-0.0678367,-0.519272,0.185871,-0.269914,-0.275137,-0.00174255,-0.0634183,0.243208,0.150285,0.587159,0.580806
-2054.71,0.882231,0.0889068,5,31,0,2073.85,2.19168,2.62368,1.91692,0.66505,2.81491,0.156715,0.201569,0.482871,1,0.037851,0.037851,1,0.982765,1.04296,0.719891,-0.569416,-0.171299,0.139734,0.334488,-0.461337,0.388711,0.371291,0.550789,0.367429,-0.059597,-0.0703455,-0.0539927,-0.10417,-0.0967372,-0.494322,-0.032423,-0.102632,-0.520752,0.167633,-0.257453,-0.247898,0.0159539,-0.0814859,0.200806,0.330161,0.589793,0.645202
-2062.68,0.979223,0.0889068,6,63,0,2075.51,2.30316,2.72176,2.14268,0.789515,0.705674,-1.05485,-0.417364,-0.153169,1,-0.0870818,-0.0870818,1,1.05525,0.966346,0.671699,-0.603049,-0.128901,0.191633,0.435771,-0.669482,0.401166,0.322063,0.480732,0.444903,0.0646332,-0.0152303,0.0294792,0.0543482,0.0897084,-0.26558,-0.207277,0.0333589,-0.53005,0.154038,-0.040201,-0.472096,0.00319857,-0.10477,0.0882752,0.103042,0.601849,0.603596
-2068.39,0.946645,0.0889068,6,63,0,2086.44,2.33903,2.76562,2.15396,-0.770688,2.10392,-0.192495,-0.198384,-0.134423,1,0.0636422,0.0636422,1,0.963581,1.04939,0.727412,-0.57145,-0.250017,0.0461239,0.316435,-0.454006,0.311492,0.417246,0.591449,0.344173,-0.0852236,0.00339311,0.0209569,-0.0638013,0.131518,-0.385463,-0.0345966,0.044692,-0.494338,0.190927,-0.127058,-0.258496,0.0266226,-0.139999,0.309431,0.230688,0.596415,0.518929
-2071.59,0.987191,0.0889068,5,31,0,2086.46,2.22611,2.9178,2.13202,-0.071228,2.5415,-0.689488,-0.273827,0.316784,1,0.0790261,0.0790261,1,0.948749,1.03566,0.736737,-0.596482,-0.213176,0.020673,0.338681,-0.563696,0.336075,0.422582,0.575378,0.354579,-0.099748,0.00428127,0.0548458,0.0782508,-0.0518753,-0.283644,0.184662,0.033371,-0.478685,0.226239,-0.276845,-0.240734,0.0453247,-0.143962,0.219003,0.130538,0.593557,0.665133
-2070.06,1,0.0889068,5,31,0,2086.8,2.24836,2.95457,2.13513,-0.0291581,2.34589,-0.649278,-0.144329,0.207362,1,0.0639444,0.0639444,1,0.944356,1.04142,0.73458,-0.597146,-0.200869,0.0226751,0.327201,-0.560511,0.33799,0.422533,0.57116,0.349669,-0.104545,0.00801524,0.0388489,0.0905231,-0.0195106,-0.29659,0.215095,0.0488902,-0.476247,0.209148,-0.278912,-0.219422,0.0427982,-0.147227,0.252547,0.140191,0.595539,0.641285
-2063.71,0.971561,0.0889068,5,63,0,2091.62,2.35448,2.61274,2.07994,1.18247,1.58904,-1.28961,-0.608554,-0.170882,1,-0.023871,-0.023871,1,1.04291,0.997379,0.674101,-0.605372,-0.146295,0.193151,0.404751,-0.550881,0.360203,0.307262,0.609945,0.27046,-0.0198948,0.00960362,-0.0279655,-0.027179,0.0687409,-0.476943,-0.176503,0.0261602,-0.475614,0.170782,-0.208861,-0.375312,0.00139201,-0.0367722,0.141925,0.014465,0.609957,0.460504
-2060.12,0.994697,0.0889068,5,31,0,2083.12,2.30263,2.87094,2.05108,-0.0892349,1.87017,-0.918834,-0.244299,0.266977,1,0.0837269,0.0837269,1,0.968821,1.03332,0.670065,-0.617344,-0.183614,0.146149,0.276418,-0.430111,0.328033,0.374601,0.603371,0.319073,-0.0361439,-0.015375,0.047846,-0.0110586,0.0295965,-0.210917,0.0593942,0.0201185,-0.46667,0.163484,-0.582705,-0.292298,0.0295169,-0.135035,0.100404,0.0740465,0.594885,0.461204
-2074.93,0.964716,0.0889068,5,31,0,2090.93,1.96225,2.72156,2.11043,0.0522788,4.12147,-0.426466,-0.062483,0.0770347,1,-0.0327397,-0.0327397,1,1.02862,0.998002,0.693085,-0.568469,-0.0238637,0.185383,0.296763,-0.615482,0.379624,0.421534,0.570322,0.360872,-0.0931926,-0.0154314,-0.0368584,0.0212208,0.050312,-0.625442,-0.254149,-0.00798855,-0.456285,0.135973,-0.561478,-0.326321,0.0692513,-0.168222,0.186142,0.0140449,0.597909,0.294985
-2069.65,0.975201,0.0889068,5,31,0,2095.98,2.06998,2.67894,2.14637,-0.146922,3.45415,-0.2036,0.0147673,0.141013,1,-0.00461091,-0.00461091,1,1.00299,1.00149,0.681279,-0.561873,-0.00496366,0.179056,0.252842,-0.627937,0.365772,0.411048,0.584547,0.361894,-0.0731558,0.032481,-0.0733322,0.0265136,-0.0120068,-0.62573,-0.376051,-0.0168375,-0.489088,0.106178,-0.442064,-0.311735,0.0493257,-0.15891,0.359615,0.0396597,0.599691,0.38864
-2066.94,0.969614,0.0889068,5,63,0,2090.18,2.34553,2.57665,1.93541,2.02464,1.52047,0.039108,0.073854,0.361246,1,-0.0390149,-0.0390149,1,0.984255,1.00157,0.733818,-0.635239,-0.233498,0.123669,0.501598,-0.360127,0.341563,0.333458,0.5204,0.304011,0.0636052,-0.0437395,-0.078745,-0.0384859,-0.0174457,-0.426675,0.0179836,-0.0257439,-0.509422,0.225995,0.197621,-0.42371,-0.00483299,-0.00461069,0.16155,0.389116,0.595567,0.591446
