# 0.0308496, 0.0301469, 0.0325156, 0.267797, 0.218043, 0.412891, 0.363261, 0.349658, 0.00314853, 0.00154638, 0.00160479, 0.0178718, 0.0563213, 0.0513152, 0.00194993, 0.145278, 0.249147, 0.135772, 0.150886, 0.207078, 0.208126, 0.196205, 0.240005, 0.257545, 0.316794, 1.43102, 1.01422, 1.36325, 1.30577, 0.0149739, 0.0354845, 0.0411667, 0.1371, 0.116499, 0.165587, 0.247862, 0.244813, 0.294112, 1.31703, 1.54515, 1.33222, 0.0203336, 0.00189256, 0.00226365, 0.127153, 0.120638, 0.146128, 0.261004, 0.244683, 0.320633, 1.41482, 1.44575, 1.33609, 0.01045, 0.00138311, 0.116052, 0.152429, 0.327352, 1.43044, 1.27183, 0.00137572, 0.00076602, 0.144884, 0.153152, 0.321779, 1.33361, 1.43486, 0.0156101, 0.0568451, 0.118649, 0.130438, 0.356195, 1.43904, 1.41713, 0.00701818, 0.00440787, 0.00441828, 0.00410945, 0.000774347, 0.00337142, 0.00466307, 0.0174221, 0.0198269, 0.00346167, 0.00330929, 0.00771729, 0.00776223, 0.0173264, 0.0428248, 0.0293835, 0.00764547, 1.11294, 1.12873, 0.000399884, 0.00677477
-1926.28,0.996413,0.0280675,7,127,0,1986.86,2.41127,1.15496,0.912214,0.714852,0.88697,1.06299,-0.653156,1.20367,1,0.00322813,0.00322813,1,0.965941,1.12191,0.752363,1.07528,0.490185,0.641193,-0.0682526,0.28488,0.430873,-0.380975,1,0.438367,0.465456,0.681505,0.438367,1,-0.142236,0.467635,0.465456,-0.142236,1,-0.110693,0.681505,0.467635,-0.110693,1,0.477396,0.864597,0.100851,0.535378,0.463007,-0.337158,0.439245,0.594125,0.293019,-0.453463,1,0.664897,0.070962,0.664897,1,-0.265411,0.070962,-0.265411,1,0.115312,0.58551,0.477076,0.208665,0.345027,0.428669,-0.122269,0.463517,0.392735,1,0.266899,0.662805,0.266899,1,0.621356,0.662805,0.621356,1,0.70548,0.185737,0.0770548,0.197967,0.516111,0.238303,-0.0184845,1,0.153026,0.153026,1,0.771289,0.890543,-0.555295,-0.572927,-0.74859,-0.609787,1,-0.0306446,-0.0306446,1,0.446057,1.33001,-0.028456,-0.314687,-0.129213,0.661514,1,0.0134204,0.0134204,1,0.0647464,4.51967,-0.0239757,0.0842745,0.245718,-0.477025,0.575353,-0.179787,0.228188,0.428033,-0.531464,0.168722,-0.00415033,-0.00549375,0.0194863,-0.0402449,-0.439095,-0.205917,-0.0133193,0.00493146,0.0324592,0.513944,-0.0986381
-1932.99,0.992253,0.0280675,7,127,0,1983.54,2.3989,1.38437,1.12062,0.486159,0.875396,0.291973,-1.11148,0.322849,1,-0.0386491,-0.0386491,1,1.04055,1.0852,0.803621,1.49689,0.780827,0.761026,0.589514,0.600776,0.802906,-0.185885,1,0.261955,0.398186,0.843016,0.261955,1,-0.350337,0.444727,0.398186,-0.350337,1,0.00252101,0.843016,0.444727,0.00252101,1,0.643265,0.610423,0.133029,1.54939,0.302786,-0.129102,0.231369,0.143769,0.261166,-0.329119,1,0.443366,-0.665084,0.443366,1,-0.692897,-0.665084,-0.692897,1,0.38909,1.19407,1.98881,0.193381,0.364671,0.426661,-0.212944,-0.0408206,0.195543,1,-0.0052616,0.623273,-0.0052616,1,0.387979,0.623273,0.387979,1,1.09154,1.18952,0.407841,0.309739,0.537633,0.162346,-0.668668,1,0.146961,0.146961,1,0.34433,0.761444,-0.573384,-0.581177,-0.648165,-0.429553,1,-0.28684,-0.28684,1,0.315771,0.987542,-0.185008,-0.447257,-0.149958,0.463594,1,-0.0189121,-0.0189121,1,0.137702,0.376273,0.16242,0.0949425,0.146563,-0.470263,0.550643,-0.24198,0.052534,0.391264,-0.466018,0.0821852,-0.0180138,0.0140574,0.00717021,0.000332757,-0.335329,-0.191491,0.0100961,0.00550632,0.0361968,0.507535,0.0889991
-1915.82,0.998629,0.0280675,7,127,0,1971.84,2.84403,1.37067,1.27915,1.35456,0.716964,-0.0915705,-0.231458,-0.155492,1,0.132786,0.132786,1,1.00831,1.01368,0.282368,1.11503,0.340016,0.601744,0.267613,0.30556,0.506703,-0.360649,1,-0.541913,-0.560892,-0.0874224,-0.541913,1,0.117685,0.0812357,-0.560892,0.117685,1,0.222401,-0.0874224,0.0812357,0.222401,1,0.102966,1.52876,0.542014,0.789892,0.400352,-0.265586,0.57275,0.469549,-0.70105,-0.104065,1,-0.206328,0.422148,-0.206328,1,0.299326,0.422148,0.299326,1,0.445872,0.194891,0.761412,0.638006,0.365131,0.481869,-1.416,-0.291148,-0.415785,1,0.131616,-0.148286,0.131616,1,0.0994155,-0.148286,0.0994155,1,1.5904,1.77547,0.949898,0.349804,0.578031,1.09397,0.0124461,1,0.0736812,0.0736812,1,1.17012,0.957995,-0.479193,-0.583931,-0.374668,-0.646074,1,0.120696,0.120696,1,0.578347,0.0991272,-0.404164,-0.0200685,-0.365484,-0.209257,1,-0.138383,-0.138383,1,0.326391,1.5006,-0.0614344,0.0465298,0.114554,-0.465995,0.537705,-0.188131,0.309155,0.342479,-0.735109,0.00470965,0.11218,0.0985776,0.0885204,-0.0317655,-0.624294,-0.0408861,0.0865182,0.0923096,0.455272,0.510213,-0.262016
-1906.03,0.990909,0.0280675,7,127,0,1956.02,2.60014,1.39893,1.34606,0.0564033,1.94486,0.00724798,-0.378869,-0.223543,1,0.00702465,0.00702465,1,1.05177,1.13526,0.524612,0.743917,0.562757,0.520741,0.520728,0.624603,0.467005,0.36918,1,0.27691,0.502193,0.172291,0.27691,1,0.446518,0.137381,0.502193,0.446518,1,-0.0863535,0.172291,0.137381,-0.0863535,1,0.0127449,0.0691892,0.673334,0.892811,0.403681,-0.0420462,0.457994,0.298999,0.6975,0.803155,1,0.133036,-0.601543,0.133036,1,-0.488801,-0.601543,-0.488801,1,0.141639,1.36598,0.815116,0.567299,0.279493,0.584571,0.638244,0.15312,0.353041,1,0.0727702,0.299875,0.0727702,1,0.317869,0.299875,0.317869,1,0.156424,1.52408,0.446433,0.253691,0.533418,-0.457981,0.721728,1,0.0691548,0.0691548,1,0.524903,0.183019,-0.534583,-0.597152,-0.478568,-0.133782,1,0.0649901,0.0649901,1,0.164471,1.22483,-0.168324,-0.107283,-0.00977687,-0.109028,1,0.0396173,0.0396173,1,2.48215,1.0779,-0.00612571,-0.0740878,0.213902,-0.468824,0.551489,-0.241319,0.0822797,0.359429,-0.521897,0.0923027,0.0620019,0.0128808,0.0351969,-0.0252577,-0.561103,-0.152556,0.0149097,0.243536,0.0767299,0.501556,0.0643568
-1906.37,0.841775,0.0280675,7,127,0,1948.95,2.30552,1.19397,0.944436,0.68363,0.977753,0.474317,-0.381162,0.291651,1,0.0748918,0.0748918,1,1.06293,1.0572,0.4318,0.792434,0.504641,0.585523,0.0343906,0.762258,0.518894,0.675011,1,-0.697981,-0.11455,-0.174579,-0.697981,1,-0.101011,-0.0754296,-0.11455,-0.101011,1,0.486605,-0.174579,-0.0754296,0.486605,1,2.01471,0.195917,0.17179,0.0609147,0.441975,0.178489,0.426379,0.394285,-0.0969329,-0.0187058,1,-0.0289088,0.408045,-0.0289088,1,0.360133,0.408045,0.360133,1,0.107075,0.201651,0.538023,0.417308,0.429885,0.564627,0.389048,0.430966,0.239609,1,-0.27202,-0.74746,-0.27202,1,0.372093,-0.74746,0.372093,1,1.31162,0.447259,0.507032,0.266358,0.543993,-0.138291,-0.291123,1,0.575422,0.575422,1,0.571846,1.27742,-0.573759,-0.609085,-0.529323,-0.803607,1,0.243371,0.243371,1,0.254082,0.433557,-0.220737,-0.111341,-0.337542,-0.110845,1,-0.399982,-0.399982,1,0.0943166,0.231968,-0.0633313,0.0984745,0.0863009,-0.36105,0.500946,-0.14176,0.31434,0.519141,-0.607651,0.0396247,0.184099,-0.00384746,0.00347766,0.00655571,-0.718025,-0.0911976,-0.0101051,0.0769006,0.0770054,0.509832,-0.0701196
-1908.44,0.996769,0.0280675,7,127,0,1947.73,2.445,1.23963,1.0894,0.0434098,1.65041,0.0856673,-1.38402,0.043556,1,0.0602277,0.0602277,1,1.00013,1.08616,0.329389,0.88562,0.276592,0.527177,0.408805,0.256549,0.376105,0.400028,1,0.709571,-0.167648,0.111568,0.709571,1,-0.00644671,0.297984,-0.167648,-0.00644671,1,-0.308803,0.111568,0.297984,-0.308803,1,0.122077,0.996292,0.155198,0.399962,0.503137,0.00875383,0.581825,0.409088,-0.334348,0.18007,1,0.233125,-0.260788,0.233125,1,0.319587,-0.260788,0.319587,1,0.106651,0.665721,0.865058,0.489475,0.316991,0.661334,0.135515,0.262599,0.487253,1,0.160497,0.570434,0.160497,1,-0.318346,0.570434,-0.318346,1,0.205012,0.0324603,0.310789,0.204698,0.538312,-0.00916078,-0.113651,1,0.00312963,0.00312963,1,1.80825,3.46467,-0.498832,-0.531332,0.0860108,0.0636013,1,-0.146659,-0.146659,1,0.518191,0.429634,-0.276732,-0.330845,-0.0608314,0.0217441,1,0.0796488,0.0796488,1,1.22877,0.840248,-0.00985312,-0.0239441,0.218852,-0.356855,0.571813,-0.182641,0.00627589,0.52597,-0.501114,0.0828898,0.00580427,0.0113327,0.039129,-0.0189538,-0.441237,-0.153351,0.0399275,0.0797436,0.0576835,0.505944,-0.161174
-1905.25,0.916669,0.0280675,5,61,1,1966.78,2.3908,1.30066,1.20715,0.237979,1.37957,0.323533,-1.23164,0.139961,1,0.0303482,0.0303482,1,1.0417,1.04882,0.378714,0.750089,0.479068,0.468214,0.103007,0.256215,0.460788,0.388464,1,0.460037,-0.196292,0.263392,0.460037,1,-0.237076,0.125911,-0.196292,-0.237076,1,-0.158713,0.263392,0.125911,-0.158713,1,0.143524,0.55712,0.120427,0.0686966,0.489027,0.00894943,0.638399,0.575501,-0.493471,0.517075,1,0.168891,0.166768,0.168891,1,0.221469,0.166768,0.221469,1,0.0685409,0.647529,0.548158,0.490555,0.332618,0.634336,0.354196,0.32424,0.502949,1,0.438721,0.664341,0.438721,1,-0.10235,0.664341,-0.10235,1,0.171473,0.100632,0.0827886,0.224702,0.536416,-0.0280433,-0.0155932,1,0.11894,0.11894,1,3.14214,1.24458,-0.537196,-0.531127,-0.267621,0.0376433,1,-0.16635,-0.16635,1,0.829782,0.304401,-0.423857,-0.501652,-0.0933487,-0.0851305,1,-0.0278273,-0.0278273,1,0.959973,0.498091,-0.064479,-0.0461285,0.25901,-0.316285,0.550336,-0.170672,0.0591796,0.545622,-0.452325,0.0580357,0.0543774,-0.00108104,0.051393,0.0211846,-0.446598,-0.0522386,0.00489113,0.0998819,0.0428035,0.507963,-0.1631
-1917.45,0.982437,0.0280675,7,127,0,1956.19,2.71178,1.46876,1.15158,-0.0337033,2.34572,1.00408,0.0405075,-0.22441,1,0.107442,0.107442,1,1.05242,1.08806,0.672578,1.18351,0.133696,0.547672,0.334352,0.38446,-0.00926732,0.110166,1,-0.42708,0.266193,0.569227,-0.42708,1,0.16136,-0.0529578,0.266193,0.16136,1,0.157583,0.569227,-0.0529578,0.157583,1,0.343793,0.881878,0.209904,0.454851,0.167508,-0.314489,0.600225,0.0624362,-0.273464,0.0794456,1,0.333439,-0.190245,0.333439,1,0.130353,-0.190245,0.130353,1,0.723176,1.5909,1.66559,0.672085,0.282905,0.68326,0.48592,0.22584,0.706223,1,-0.209305,-0.80135,-0.209305,1,0.643357,-0.80135,0.643357,1,0.590865,0.250564,2.00913,0.3387,0.577954,0.294364,0.0374097,1,0.035396,0.035396,1,0.0177774,1.5665,-0.632717,-0.615816,0.0461558,-1.09602,1,-0.112712,-0.112712,1,0.496908,0.960351,-0.325558,0.168779,0.504681,0.156158,1,0.0293323,0.0293323,1,0.633221,0.298144,-0.0593602,0.140564,0.207942,-0.540238,0.563836,-0.174951,0.25467,0.475514,-0.723436,0.00815676,0.0752565,0.0101122,0.00127036,-0.0700229,-0.881567,-0.18635,-0.0260331,0.137848,0.0776973,0.514969,-0.16105
-1915.28,0.993169,0.0280675,7,127,0,1960.92,2.65183,1.44482,1.35754,0.315278,1.81068,0.359991,-0.171533,-0.13909,1,0.0463684,0.0463684,1,0.94364,1.18147,0.60499,1.6653,0.44707,0.458943,0.482601,-0.0989025,-0.275659,0.380186,1,0.635272,-0.204952,-0.042451,0.635272,1,-0.0780927,-0.284963,-0.204952,-0.0780927,1,0.249086,-0.042451,-0.284963,0.249086,1,0.242328,2.97362,1.23568,0.310912,0.231257,-0.411139,0.677385,0.249368,-0.738922,-0.287279,1,0.691188,-0.560794,0.691188,1,-0.0789676,-0.560794,-0.0789676,1,0.176958,0.200227,0.883653,0.668636,0.292509,0.632361,0.550757,0.341171,0.672268,1,-0.0918726,-0.70699,-0.0918726,1,0.536731,-0.70699,0.536731,1,0.357378,0.0653939,0.641375,0.301187,0.579131,0.149834,-0.119744,1,-0.140535,-0.140535,1,0.404787,1.18852,-0.576888,-0.602679,-0.239569,-0.114605,1,0.352521,0.352521,1,1.00201,1.29408,-0.407465,-0.0702134,0.561199,-0.0744973,1,-0.850152,-0.850152,1,2.64738,0.0700691,-0.0708182,0.0612278,0.27852,-0.520057,0.531241,-0.168087,0.21429,0.363601,-0.659925,-0.0230204,0.056888,-0.0121998,0.00529718,-0.0658552,-0.566141,-0.284312,0.000775266,0.15804,0.2158,0.52758,-0.122492
-1909.52,0.712442,0.0280675,7,127,0,1965.07,2.65296,1.37943,1.13523,0.0649412,1.59326,0.588339,-0.176028,0.583835,1,-0.0337202,-0.0337202,1,1.03923,1.15982,0.650515,1.54142,0.310604,0.533137,0.600424,-0.45042,-0.332088,0.698047,1,0.405027,-0.401839,0.277321,0.405027,1,0.274293,0.16959,-0.401839,0.274293,1,-0.399034,0.277321,0.16959,-0.399034,1,0.23616,2.99345,0.876173,0.56795,0.288887,-0.391468,0.781103,0.394078,-0.76604,-0.146316,1,0.502809,0.218757,0.502809,1,0.658074,0.218757,0.658074,1,0.137443,0.671098,1.16148,0.484299,0.362669,0.601886,0.612765,0.063993,0.537973,1,-0.249614,-0.742542,-0.249614,1,0.0309986,-0.742542,0.0309986,1,0.19936,0.289621,0.628672,0.40908,0.548133,0.392236,-0.0673162,1,0.54628,0.54628,1,0.311298,1.00744,-0.517933,-0.631791,0.101419,-0.114133,1,-0.701285,-0.701285,1,0.795774,1.63223,-0.19803,-0.0442594,0.663411,-0.0453265,1,-0.68866,-0.68866,1,0.626844,0.0104396,-0.0763087,0.00303859,0.159516,-0.512732,0.492289,-0.15674,0.19071,0.449515,-0.737661,-0.0252541,0.103837,-0.0160339,-0.0385614,-0.0483265,-0.742252,0.0232937,-0.0313833,0.127599,0.0914689,0.508812,-0.0355612
-1911.48,0.0280928,0.0280675,7,127,0,1976.38,2.65263,1.37698,1.14549,0.00654383,1.56853,0.6488,-0.210311,0.529903,1,-0.0371082,-0.0371082,1,1.03849,1.15845,0.662492,1.56269,0.319692,0.533746,0.588545,-0.552549,-0.35487,0.671863,1,0.388282,-0.383548,0.269057,0.388282,1,0.336691,0.216623,-0.383548,0.336691,1,-0.317883,0.269057,0.216623,-0.317883,1,0.228012,2.5199,1.01898,0.544889,0.303587,-0.423813,0.747951,0.373178,-0.748938,-0.142948,1,0.499617,0.157313,0.499617,1,0.644583,0.157313,0.644583,1,0.120886,0.643641,1.15879,0.504207,0.3597,0.602089,0.569846,0.0751763,0.579638,1,-0.278304,-0.726938,-0.278304,1,0.0416232,-0.726938,0.0416232,1,0.168541,0.263712,0.65278,0.395052,0.547884,0.358167,-0.048331,1,0.524134,0.524134,1,0.297529,1.3543,-0.518484,-0.632418,0.0952846,-0.130142,1,-0.713047,-0.713047,1,0.888584,1.55319,-0.19803,-0.0114557,0.654589,0.00129681,1,-0.653239,-0.653239,1,0.756798,0.00962908,-0.0871358,0.000251621,0.154478,-0.501011,0.490789,-0.14154,0.199164,0.422441,-0.747054,-0.0328797,0.101027,-0.0061492,-0.0259606,-0.0475833,-0.746763,0.00964649,-0.0345868,0.116314,0.0874235,0.509579,-0.0401789
-1906.59,0.339967,0.0280675,6,103,1,1953.18,2.60583,1.33561,1.1624,0.0896129,1.54437,0.687087,0.0405761,0.290152,1,-0.0319589,-0.0319589,1,1.03842,1.17461,0.623382,1.47444,0.325886,0.525654,0.503243,-0.656184,-0.401976,0.656252,1,0.363484,-0.361919,0.408113,0.363484,1,0.35355,0.312147,-0.361919,0.35355,1,-0.194211,0.408113,0.312147,-0.194211,1,0.243108,2.0117,1.7006,0.749484,0.334281,-0.324866,0.745133,0.390583,-0.73596,-0.131049,1,0.52443,0.104239,0.52443,1,0.621918,0.104239,0.621918,1,0.106332,0.577162,0.798202,0.487052,0.367961,0.608037,0.589768,0.081907,0.63072,1,-0.168755,-0.718963,-0.168755,1,-0.0209936,-0.718963,-0.0209936,1,0.143845,0.374083,0.534188,0.358882,0.539062,0.32455,-0.0439009,1,0.571641,0.571641,1,0.315782,1.23208,-0.528516,-0.632953,0.0295047,0.0694076,1,-0.572535,-0.572535,1,0.807947,1.12594,-0.189952,-0.0547758,0.667249,-0.0538859,1,-0.472313,-0.472313,1,1.05967,0.0149705,-0.100541,0.0162916,0.134511,-0.533733,0.493977,-0.124609,0.19123,0.421525,-0.765375,-0.0458478,0.106454,-0.0258758,-0.0138493,-0.0575038,-0.742671,0.0040035,-0.0291391,0.144643,0.0998875,0.511,-0.0492238
-1920.44,0.605885,0.0280675,7,127,0,1963.12,2.32482,1.34438,1.14112,0.103332,1.39477,0.58253,0.0530703,0.293518,1,0.0327732,0.0327732,1,1.03323,1.22043,0.562208,1.27311,0.342849,0.550493,0.910545,-0.953147,-0.0807676,0.235353,1,-0.402608,-0.159125,0.0204757,-0.402608,1,0.359906,0.12707,-0.159125,0.359906,1,-0.74445,0.0204757,0.12707,-0.74445,1,1.68174,2.17538,1.34055,0.192317,0.398845,-0.377244,0.747278,0.383659,-0.590026,-0.252221,1,-0.0306419,-0.0345446,-0.0306419,1,0.652794,-0.0345446,0.652794,1,0.0958378,0.35063,0.998638,0.554961,0.420685,0.547251,0.277383,0.325616,0.85686,1,-0.181069,-0.282605,-0.181069,1,-0.550631,-0.282605,-0.550631,1,0.66442,0.366583,0.63972,0.340484,0.571354,0.513805,-0.0076609,1,-0.310225,-0.310225,1,0.877802,0.594214,-0.559775,-0.628811,-0.0109905,0.263455,1,-0.77621,-0.77621,1,0.862737,1.94169,-0.110822,-0.179162,0.257273,-0.0893405,1,-0.176115,-0.176115,1,0.674719,0.182694,-0.0949111,0.00871808,0.151085,-0.52178,0.502795,-0.153501,0.186117,0.444799,-0.61135,-0.076441,0.0730436,-0.0172843,-0.0157303,-0.129778,-0.810513,0.0874131,-0.0460568,0.240535,0.177984,0.524052,-0.112464
-1920.05,0.957418,0.0280675,7,127,0,1972.19,2.43882,0.999852,0.94603,0.404546,1.54199,0.109833,-0.144656,0.122268,1,0.0543834,0.0543834,1,1.00711,1.10229,0.735678,1.37721,0.0370429,0.567841,0.552556,0.472278,0.1604,1.25516,1,-0.567602,-0.429305,0.0932486,-0.567602,1,0.388539,-0.058019,-0.429305,0.388539,1,0.72917,0.0932486,-0.058019,0.72917,1,0.156406,1.56227,0.190889,1.38362,0.309069,-0.362659,0.681896,0.298172,-0.160841,0.222065,1,0.0573196,0.136245,0.0573196,1,0.0285324,0.136245,0.0285324,1,0.0684591,0.581694,0.617432,0.372994,0.35422,0.60559,-0.204149,0.372889,0.802036,1,-0.124864,0.442396,-0.124864,1,0.343867,0.442396,0.343867,1,0.628012,0.00615639,0.163347,0.323136,0.617206,0.343965,0.713847,1,0.237958,0.237958,1,0.0620535,0.154025,-0.470473,-0.561391,-0.316437,-0.421985,1,0.890066,0.890066,1,0.620495,0.244228,-0.312779,-0.258098,-0.262837,-0.578699,1,0.898784,0.898784,1,0.301091,0.865944,0.137967,0.158386,0.202689,-0.446058,0.521711,-0.092534,0.0191421,0.453832,-0.689641,0.0341622,0.0594029,0.00726905,-0.0221758,0.0236815,-0.357232,-0.256362,-0.0639786,0.082907,0.291998,0.496747,-0.17898
-1911.93,0.927426,0.0280675,7,255,0,1964.65,2.35019,1.3101,1.16397,0.677879,1.67148,0.540629,-0.0578747,0.121377,1,0.0595411,0.0595411,1,1.04805,1.02349,0.465065,1.1742,0.582119,0.555678,0.740248,0.7603,0.949222,-0.134479,1,0.476393,0.511501,-0.112199,0.476393,1,0.0322427,-0.00750484,0.511501,0.0322427,1,-0.707766,-0.112199,-0.00750484,-0.707766,1,0.690259,1.36936,0.267919,1.52036,0.562497,0.0573861,0.372835,0.507843,0.782212,0.330416,1,-0.143494,-0.103762,-0.143494,1,-0.0235697,-0.103762,-0.0235697,1,0.123103,0.401971,0.308935,0.270717,0.327687,0.473659,0.0410937,0.528915,-0.48403,1,0.0544524,-0.198631,0.0544524,1,-0.601693,-0.198631,-0.601693,1,0.17339,1.33754,1.41878,0.323827,0.531536,0.348746,-0.0490742,1,-0.659894,-0.659894,1,0.0263365,0.79803,-0.584905,-0.618539,-0.280464,-0.585088,1,-0.768591,-0.768591,1,0.331226,0.14853,-0.219628,-0.575334,0.0891024,0.299517,1,0.0452612,0.0452612,1,0.382222,0.79012,-0.10364,-0.00797351,0.181735,-0.335349,0.571844,-0.240842,0.239144,0.449963,-0.644146,0.0481764,0.101556,-0.000165701,0.000308212,-0.052629,-0.407843,-0.108663,-0.0596736,0.187386,0.065452,0.524589,-0.0158136
-1909.39,0.503637,0.0280675,5,63,0,1972.64,2.41875,1.30481,1.08743,1.06513,1.1998,0.909761,-0.185409,0.27246,1,0.0753577,0.0753577,1,1.04583,1.00873,0.528725,0.926788,0.561627,0.590247,0.683924,0.527127,0.736956,0.00424129,1,0.432837,0.257946,-0.370124,0.432837,1,-0.302541,-0.229987,0.257946,-0.302541,1,-0.712155,-0.370124,-0.229987,-0.712155,1,0.567906,0.910756,0.452823,0.991818,0.562671,0.051729,0.540531,0.618075,0.759948,0.662493,1,0.216089,0.381726,0.216089,1,0.208333,0.381726,0.208333,1,0.0550439,0.570558,0.235724,0.367934,0.315802,0.482807,0.232648,0.227906,-0.608923,1,0.454097,-0.187387,0.454097,1,-0.329177,-0.187387,-0.329177,1,0.404332,0.879417,3.30262,0.263739,0.591949,0.253712,0.346589,1,0.127786,0.127786,1,0.00882021,1.2802,-0.552388,-0.629404,-0.117578,-0.720165,1,-0.547154,-0.547154,1,0.776823,0.111391,-0.127951,-0.72953,0.203549,0.162145,1,0.00138363,0.00138363,1,0.441738,0.725882,-0.107302,-0.0517404,0.252466,-0.327453,0.553233,-0.249841,0.240737,0.574001,-0.709954,0.0184617,0.0877986,-0.0287953,0.00240102,-0.0635277,-0.465833,-0.105616,0.00921292,0.0671648,0.0938102,0.513943,-0.00959714
-1911.54,0.999228,0.0280675,7,127,0,1957.89,2.60448,1.3646,1.07418,0.410631,1.00265,0.37563,-0.911656,-0.63017,1,0.0312132,0.0312132,1,1.0377,1.09737,0.6604,0.955539,0.526848,0.590803,0.297896,0.980647,-0.0137836,0.203324,1,-0.544386,-0.221047,-0.399232,-0.544386,1,0.603049,0.341539,-0.221047,0.603049,1,0.83445,-0.399232,0.341539,0.83445,1,0.524827,0.128021,0.416878,0.733066,0.253401,0.00642513,0.256626,0.214589,-0.442145,0.223078,1,-0.259859,0.237248,-0.259859,1,-0.0871997,0.237248,-0.0871997,1,1.13195,0.455599,0.254425,0.528062,0.394831,0.622197,0.386277,-0.66162,0.192393,1,-0.24337,0.290225,-0.24337,1,0.394224,0.290225,0.394224,1,0.178163,1.557,1.40199,0.387289,0.565579,0.330184,-0.103785,1,-0.012942,-0.012942,1,0.170036,0.305796,-0.524263,-0.581887,-0.0676237,-0.448847,1,0.484235,0.484235,1,0.493147,0.488308,-0.398453,0.512942,-0.707688,-0.22413,1,-0.00123061,-0.00123061,1,0.730818,3.29188,-0.0452307,0.0425864,0.267053,-0.535734,0.53155,-0.147376,0.169428,0.443516,-0.504126,0.0481391,0.108484,0.0121608,0.01944,0.0416703,-0.827129,-0.124112,0.04814,0.078289,0.0680152,0.500333,-0.199154
-1917.29,0.999305,0.0280675,7,127,0,1963.82,2.58955,1.32212,1.26219,0.922317,1.26468,0.450259,-0.291172,0.140882,1,0.0886411,0.0886411,1,0.959769,1.03938,0.682117,1.03577,0.508355,0.513221,0.0877909,0.809329,0.263949,0.566252,1,0.497869,0.216445,-0.516956,0.497869,1,0.0755057,0.425721,0.216445,0.0755057,1,-0.395672,-0.516956,0.425721,-0.395672,1,1.17483,1.13291,0.388634,0.29717,0.29348,-0.15221,0.824352,0.235523,0.120849,0.351692,1,-0.306448,-0.356183,-0.306448,1,0.707675,-0.356183,0.707675,1,0.0613294,0.33467,1.15237,0.324599,0.321682,0.55345,0.617138,0.0634048,0.50611,1,0.00771157,-0.403098,0.00771157,1,0.541703,-0.403098,0.541703,1,1.5,0.422291,0.149808,0.448335,0.531879,0.868985,0.967671,1,-0.211427,-0.211427,1,1.01956,2.51745,-0.551075,-0.549045,0.283832,-0.649086,1,-0.6307,-0.6307,1,1.51707,0.306252,-0.230868,-0.103307,-0.226515,-0.102262,1,-0.131051,-0.131051,1,0.0576315,0.22083,0.00539227,0.0740928,0.139523,-0.368737,0.59978,-0.092231,-0.0244441,0.413646,-0.741902,0.00675629,0.0923206,-0.0174445,-0.0288056,-0.0501601,-0.836981,-0.137447,0.00351491,0.202634,0.123441,0.490269,-0.0476889
-1922.69,0.994568,0.0280675,7,127,0,1971.46,2.5787,1.30287,1.12039,0.17845,1.58673,0.4921,0.214277,0.141746,1,0.00548639,0.00548639,1,1.13798,1.17015,0.402651,0.78687,0.366856,0.573937,0.463073,0.571767,0.840734,0.618332,1,-0.412081,-0.161711,-0.790612,-0.412081,1,-0.453101,-0.016302,-0.161711,-0.453101,1,0.584785,-0.790612,-0.016302,0.584785,1,0.637046,0.310739,0.882289,0.538005,0.581819,0.204077,0.497087,0.451933,-0.549186,-0.204368,1,0.141582,0.462047,0.141582,1,0.620977,0.462047,0.620977,1,0.427612,0.923264,0.49978,0.222475,0.423911,0.603391,0.718564,0.738166,0.478884,1,0.206244,-0.488547,0.206244,1,-0.706692,-0.488547,-0.706692,1,0.382994,0.422745,0.116992,0.366948,0.602031,1.41013,0.622256,1,0.646894,0.646894,1,0.917692,0.0704385,-0.497454,-0.565727,0.0477634,-0.554804,1,-0.592354,-0.592354,1,0.415173,0.0348934,-0.381944,0.0141651,-0.378307,0.214365,1,-0.589352,-0.589352,1,0.0319012,1.63586,0.0315692,-0.0310515,0.103474,-0.431826,0.470505,-0.145232,0.171231,0.490464,-0.426922,0.0465816,0.0222087,-0.0369675,-0.0525011,-0.1288,-0.526832,-0.267213,-0.0298914,0.231124,0.12375,0.508366,-0.110892
