# 0.0308496, 0.0301469, 0.0325156, 0.267797, 0.218043, 0.412891, 0.363261, 0.349658, 0.00314853, 0.00154638, 0.00160479, 0.0178718, 0.0563213, 0.0513152, 0.00194993, 0.145278, 0.249147, 0.135772, 0.150886, 0.207078, 0.208126, 0.196205, 0.240005, 0.257545, 0.316794, 1.43102, 1.01422, 1.36325, 1.30577, 0.0149739, 0.0354845, 0.0411667, 0.1371, 0.116499, 0.165587, 0.247862, 0.244813, 0.294112, 1.31703, 1.54515, 1.33222, 0.0203336, 0.00189256, 0.00226365, 0.127153, 0.120638, 0.146128, 0.261004, 0.244683, 0.320633, 1.41482, 1.44575, 1.33609, 0.01045, 0.00138311, 0.116052, 0.152429, 0.327352, 1.43044, 1.27183, 0.00137572, 0.00076602, 0.144884, 0.153152, 0.321779, 1.33361, 1.43486, 0.0156101, 0.0568451, 0.118649, 0.130438, 0.356195, 1.43904, 1.41713, 0.00701818, 0.00440787, 0.00441828, 0.00410945, 0.000774347, 0.00337142, 0.00466307, 0.0174221, 0.0198269, 0.00346167, 0.00330929, 0.00771729, 0.00776223, 0.0173264, 0.0428248, 0.0293835, 0.00764547, 1.11294, 1.12873, 0.000399884, 0.00677477
-1912.18,0.900013,0.0280675,7,127,0,1968.83,2.37476,1.20595,1.29333,0.677476,1.06207,0.558553,-0.0243131,0.311092,1,0.138701,0.138701,1,1.03062,1.06837,0.509255,0.515034,0.478938,0.596971,0.188723,0.397187,0.455753,0.135018,1,0.238259,0.149552,0.324218,0.238259,1,0.042549,0.186075,0.149552,0.042549,1,-0.164119,0.324218,0.186075,-0.164119,1,0.590926,2.23525,0.331315,1.26717,0.637792,0.255244,0.425443,-0.289396,-0.191858,0.66223,1,-0.422869,-0.0222409,-0.422869,1,-0.186007,-0.0222409,-0.186007,1,0.832507,0.721245,0.524353,0.0620667,0.42653,0.516556,0.306657,0.229527,1.11918,1,0.59607,0.156032,0.59607,1,0.180809,0.156032,0.180809,1,1.08004,1.42406,0.344461,0.244206,0.537816,0.0491739,0.566808,1,0.155398,0.155398,1,0.484775,0.0789984,-0.48685,-0.592557,-0.475133,0.423697,1,0.695967,0.695967,1,0.0759546,1.20335,-0.258293,-0.463952,-0.224584,0.238643,1,-0.359512,-0.359512,1,0.0209088,0.529521,-0.112263,0.0257789,0.211343,-0.290439,0.582014,-0.221918,0.14945,0.525091,-0.649471,0.123672,0.0249033,-0.0178533,-0.0235303,-0.0450081,-0.333996,-0.218578,-0.0448646,0.155961,0.0562754,0.513853,-0.114008
-1913.15,0.985551,0.0280675,7,127,0,1956.21,2.51409,1.26425,0.905162,0.135317,1.61497,1.40128,-1.22886,-0.0659533,1,0.0458364,0.0458364,1,1.06434,1.07846,0.629334,0.779245,0.114891,0.507509,0.575241,-0.354902,-0.207802,-0.419949,1,-0.199107,0.0085563,-0.0808246,-0.199107,1,0.253244,0.199018,0.0085563,0.253244,1,0.133534,-0.0808246,0.199018,0.133534,1,3.16014,1.31806,1.41369,0.550105,0.34245,0.220876,0.734808,0.340281,0.489403,-0.0587695,1,0.588027,0.355521,0.588027,1,-0.19206,0.355521,-0.19206,1,0.574826,0.322885,0.624634,0.397358,0.318659,0.619715,0.155517,0.313381,-0.573283,1,-0.579144,-0.177899,-0.579144,1,-0.0572641,-0.177899,-0.0572641,1,0.133899,0.026099,1.20292,0.542437,0.592973,0.247746,0.769523,1,-0.569245,-0.569245,1,0.316514,0.161875,-0.57494,-0.558841,-0.538387,-0.622202,1,-0.831167,-0.831167,1,0.315495,0.435951,-0.211857,-0.18937,-0.266457,-0.335709,1,-0.0436483,-0.0436483,1,2.33552,0.655705,-0.0288764,-0.0236567,0.149793,-0.430639,0.505686,-0.15141,0.131444,0.414782,-0.725198,-0.021546,0.14024,0.0175795,-0.00718084,-0.017729,-0.599788,-0.0391741,0.0277369,0.0781164,0.0340071,0.485415,-0.0889332
-1908.86,0.997994,0.0280675,7,127,0,1960.05,2.44944,1.24568,1.24166,0.842065,1.06978,-0.0643003,-0.149498,-0.201949,1,0.0778326,0.0778326,1,0.969519,1.05647,0.621946,1.47513,0.31913,0.600255,0.706475,0.858239,0.611357,0.420417,1,0.391483,0.154093,0.324822,0.391483,1,0.395921,0.0888706,0.154093,0.395921,1,-0.0696211,0.324822,0.0888706,-0.0696211,1,0.478247,1.48294,2.78266,0.213934,0.271973,-0.283023,0.529148,-0.070789,0.359229,0.818267,1,-0.619255,-0.510865,-0.619255,1,0.565202,-0.510865,0.565202,1,0.539352,0.338227,0.272153,0.560764,0.325367,0.57726,0.221011,-0.807002,-0.392266,1,0.458963,-0.0396218,0.458963,1,0.651026,-0.0396218,0.651026,1,2.44675,0.83618,1.25435,0.261039,0.508087,0.255338,-0.289603,1,0.494982,0.494982,1,0.4067,0.816551,-0.631141,-0.609581,-0.363574,-0.402384,1,0.279597,0.279597,1,0.747071,0.197001,-0.334304,-0.0545743,-0.050265,0.212526,1,0.128178,0.128178,1,0.137444,0.208468,0.0251997,0.0582064,0.252691,-0.462928,0.580966,-0.175055,0.121196,0.346219,-0.50567,0.099225,0.0536756,0.0121521,0.0548315,0.0402583,-0.617535,-0.0930134,0.0670214,0.398247,0.261869,0.518859,-0.116925
-1911.52,0.995338,0.0280675,7,127,0,1955.39,2.51229,1.23978,1.07633,-0.211223,1.99461,0.344284,-0.0930895,0.115457,1,0.0831001,0.0831001,1,1.0915,1.14452,0.711546,0.598941,0.109634,0.516263,0.531094,-0.553888,0.102976,0.0699802,1,-0.252992,0.0829298,0.0851655,-0.252992,1,-0.412142,0.117027,0.0829298,-0.412142,1,0.170629,0.0851655,0.117027,0.170629,1,0.243159,0.633938,0.0453832,0.3821,0.342649,0.346725,0.77963,-0.963766,0.499559,-0.0145454,1,0.612261,0.415897,0.612261,1,-0.0683329,0.415897,-0.0683329,1,2.90306,0.555115,0.960258,0.370066,0.307415,0.605348,0.352882,0.409576,0.8722,1,-0.40912,0.200085,-0.40912,1,-0.702971,0.200085,-0.702971,1,0.0382745,1.23258,0.80639,0.381047,0.499819,-0.240837,-0.122418,1,-0.136635,-0.136635,1,1.10578,0.78174,-0.534698,-0.530021,0.353167,-0.347145,1,-0.468783,-0.468783,1,1.67882,0.292186,-0.0510622,-0.0464107,-0.469993,-0.327142,1,-0.0603056,-0.0603056,1,3.00623,0.967156,0.0789571,0.0530609,0.158331,-0.49421,0.531752,-0.195945,0.195574,0.201428,-0.659066,0.0380901,0.0125254,0.00380236,0.0169796,-0.0541754,-0.792286,-0.137614,0.0245549,0.244004,0.0745526,0.496959,-0.0535095
-1911.4,0.987376,0.0280675,7,127,0,1961.42,2.53227,1.49062,1.14377,1.31147,0.362289,-0.0455094,-0.389269,0.103696,1,0.0719443,0.0719443,1,0.968005,1.01118,0.436854,1.03095,0.477516,0.617539,0.0424898,0.956337,0.526234,0.560876,1,0.345613,-0.477171,-0.433764,0.345613,1,-0.439787,-0.248058,-0.477171,-0.439787,1,0.136447,-0.433764,-0.248058,0.136447,1,0.665098,0.515644,0.453665,0.389502,0.507608,-0.0550276,0.397567,0.347393,-0.293436,0.661951,1,-0.795671,-0.255504,-0.795671,1,0.346166,-0.255504,0.346166,1,0.38384,0.607264,1.21287,0.436156,0.315139,0.480253,0.104075,0.279661,-0.593024,1,0.616844,-0.00724932,0.616844,1,0.640243,-0.00724932,0.640243,1,0.467124,0.0504819,1.18963,0.288188,0.618637,0.472722,0.725832,1,0.173028,0.173028,1,0.175265,0.230548,-0.532116,-0.624488,-0.137433,-0.329025,1,0.230084,0.230084,1,0.626108,0.425027,-0.563593,-0.161624,0.549637,-0.015638,1,-0.136758,-0.136758,1,1.02193,0.195173,-0.05508,-0.00613318,0.189988,-0.407328,0.576246,-0.171886,0.100583,0.506697,-0.532901,0.0482802,0.141749,0.0272945,0.0387579,-0.0491982,-0.49547,-0.329445,-0.0157464,0.0242908,0.075093,0.513785,-0.0173477
-1911.28,0.985144,0.0280675,7,127,0,1958.5,2.52962,1.32263,1.07221,0.161471,1.54352,0.356171,-0.59961,-0.0278151,1,0.0444336,0.0444336,1,1.08037,1.11816,0.391071,0.598041,-0.0147991,0.56118,-0.35731,0.651516,-0.431022,0.27768,1,-0.303034,0.555355,0.312944,-0.303034,1,0.161621,-0.118619,0.555355,0.161621,1,0.19245,0.312944,-0.118619,0.19245,1,0.405696,0.118085,0.552112,0.221779,0.645485,0.245822,0.867894,-0.219114,0.19237,0.540766,1,0.640198,0.225926,0.640198,1,-0.0919887,0.225926,-0.0919887,1,0.690734,0.158069,0.193003,0.344931,0.293394,0.565401,-0.352911,0.461378,0.429233,1,-0.544221,0.58913,-0.544221,1,-0.866074,0.58913,-0.866074,1,1.37666,1.73487,1.40837,0.232317,0.497942,0.242115,-0.297872,1,-0.0587161,-0.0587161,1,0.524522,0.741232,-0.612519,-0.569953,-0.599103,-0.548245,1,-0.121133,-0.121133,1,2.07421,0.0576514,-0.0621459,-0.123664,-0.183187,-0.0780446,1,0.0308484,0.0308484,1,0.448522,0.159312,-0.110495,-0.0488444,0.166333,-0.372353,0.509308,-0.188398,0.196776,0.303778,-0.684188,0.0614302,0.0431453,-0.015059,0.0544382,-0.0457298,-0.783485,0.0708536,-0.000687404,0.254446,0.0285983,0.505613,-0.165767
-1921.86,0.980086,0.0280675,7,127,0,1971.83,2.32829,1.15072,1.08802,0.789614,1.27327,-0.366329,-1.73744,-1.01334,1,0.056642,0.056642,1,1.06322,1.08941,0.403813,0.868381,0.0539816,0.539424,-0.0792736,0.611011,-0.244869,0.54881,1,-0.380023,0.236907,-0.0851011,-0.380023,1,-0.280014,0.145448,0.236907,-0.280014,1,0.458852,-0.0851011,0.145448,0.458852,1,1.92789,0.254503,1.22187,0.242907,0.52475,0.215208,1.00149,-0.24575,-0.0876714,0.969346,1,-0.503282,0.0132632,-0.503282,1,-0.285221,0.0132632,-0.285221,1,2.10469,0.713771,0.655082,0.39444,0.354003,0.607921,-0.07083,0.227153,-0.308192,1,-0.410681,0.87096,-0.410681,1,-0.00985971,0.87096,-0.00985971,1,0.421498,0.327392,1.2249,0.240382,0.513187,0.0682483,0.226764,1,0.738226,0.738226,1,0.200274,1.20181,-0.518162,-0.57057,0.524404,-0.472566,1,0.24634,0.24634,1,1.25922,0.127575,0.0990328,0.122344,0.218135,0.245491,1,0.391818,0.391818,1,0.0552796,0.411817,0.269658,0.0978916,0.108096,-0.480841,0.567699,-0.251989,0.187008,0.280506,-0.605392,0.0690271,0.0955582,0.0597601,0.0552764,0.120735,-0.285214,-0.192865,0.0309858,0.162279,0.0478763,0.496757,-0.0567918
-1911.27,0.998972,0.0280675,7,127,0,1956.63,2.55152,1.42835,1.33153,0.431011,1.62051,0.41601,-0.262314,-0.286894,1,0.0880456,0.0880456,1,0.992174,1.05683,0.608263,1.32253,0.687922,0.57465,0.659021,-0.261607,0.675663,-0.296855,1,0.29027,-0.0532525,0.115326,0.29027,1,0.0595291,0.116425,-0.0532525,0.0595291,1,-0.529809,0.115326,0.116425,-0.529809,1,0.452733,0.792889,0.278027,0.895431,0.396026,-0.225054,0.410326,0.33299,-0.753121,-0.0433551,1,0.0384878,-0.00190442,0.0384878,1,0.456616,-0.00190442,0.456616,1,1.88118,1.81609,1.05248,0.434431,0.337769,0.548646,0.433794,0.611151,0.551912,1,0.305731,-0.865306,0.305731,1,-0.681374,-0.865306,-0.681374,1,0.135393,0.368084,0.2795,0.272361,0.577965,0.261095,0.530978,1,-0.824412,-0.824412,1,0.311216,0.11789,-0.601159,-0.594693,-0.727668,-0.297503,1,-0.243311,-0.243311,1,0.360732,0.379332,-0.543102,-0.0651315,-0.381925,0.56439,1,-0.0527984,-0.0527984,1,1.85061,0.630602,-0.208522,-0.0769531,0.186836,-0.380321,0.523023,-0.132924,0.180153,0.517694,-0.514174,0.00962474,0.0659274,-0.00075478,0.0197647,0.00123977,-0.374122,0.0895661,0.0379181,0.247702,0.168252,0.514525,-0.139448
-1906.7,0.917154,0.0280675,7,127,0,1955.18,2.6717,1.5791,1.20092,0.607568,1.90311,0.412516,-0.211767,-0.0419015,1,0.0946814,0.0946814,1,0.996451,1.03858,0.431187,1.69469,0.53429,0.526161,0.232856,-0.070159,0.314447,-0.120158,1,-0.147629,-0.0711698,0.589421,-0.147629,1,0.387456,0.2632,-0.0711698,0.387456,1,-0.0992099,0.589421,0.2632,-0.0992099,1,0.293116,2.94446,0.231642,1.07186,0.460492,-0.459616,0.191399,0.136378,-0.208041,0.121086,1,0.51441,0.425544,0.51441,1,0.263607,0.425544,0.263607,1,1.66059,0.335254,0.269215,0.389833,0.344222,0.611738,0.271189,0.497643,0.690791,1,0.00514974,-0.46134,0.00514974,1,-0.534764,-0.46134,-0.534764,1,0.296054,0.560836,1.19172,0.253879,0.509602,0.250827,0.488366,1,0.373644,0.373644,1,0.0410856,0.00856877,-0.58421,-0.565696,-0.16032,-0.503257,1,0.0116458,0.0116458,1,0.263765,0.953191,-0.480644,-0.1522,-0.559395,0.540579,1,0.413669,0.413669,1,0.563212,1.67131,-0.205522,-0.0865909,0.244277,-0.408148,0.545095,-0.173313,0.150015,0.501746,-0.444335,0.0477985,0.147676,0.00763901,0.0348686,-0.036064,-0.674684,-0.318205,0.00584296,0.253144,0.0595842,0.505545,-0.128131
-1907.46,0.998196,0.0280675,7,127,0,1951.35,2.77704,1.50811,1.51583,1.26658,0.47899,1.2767,0.401223,0.52688,1,0.127248,0.127248,1,1.07574,1.10349,0.535348,0.598363,0.514975,0.596885,0.725974,0.595617,0.0473025,0.494269,1,0.177782,-0.173357,-0.299656,0.177782,1,0.124828,-0.442332,-0.173357,0.124828,1,-0.146036,-0.299656,-0.442332,-0.146036,1,1.01583,1.07601,2.22925,0.253968,0.539905,0.104095,0.659097,0.760044,-0.226291,0.686204,1,-0.449628,-0.197445,-0.449628,1,-0.285901,-0.197445,-0.285901,1,0.699362,0.521911,0.129129,0.297099,0.376963,0.569754,0.283102,-0.547255,-0.850993,1,-0.579911,0.332497,-0.579911,1,0.173533,0.332497,0.173533,1,0.78009,0.754316,0.981065,0.472578,0.529842,0.516285,0.527446,1,-0.229235,-0.229235,1,0.0517074,0.749069,-0.459228,-0.552588,-0.484414,-0.449605,1,0.265993,0.265993,1,1.15187,0.0931128,-0.379772,-0.224328,-0.2606,-0.0502539,1,0.0848141,0.0848141,1,0.521182,0.584053,0.0342076,0.0557247,0.14308,-0.483821,0.545309,-0.220045,0.13003,0.177315,-0.646168,0.0544324,0.03953,-0.0800257,-0.0609738,-0.067396,-0.593994,-0.0244203,-0.101035,0.068638,0.123646,0.51206,-0.0254544
-1910.61,0.987213,0.0280675,7,127,0,1954.6,2.86134,1.38031,1.729,1.39937,0.705611,0.443291,0.241198,0.607419,1,0.181785,0.181785,1,1.09731,1.0865,0.544249,0.653591,0.536154,0.611587,0.964993,0.390994,-0.0520301,0.181357,1,0.147092,-0.233435,-0.0645127,0.147092,1,-0.0578969,-0.535955,-0.233435,-0.0578969,1,-0.354589,-0.0645127,-0.535955,-0.354589,1,0.664781,0.350803,1.35159,0.586788,0.406015,0.337307,0.512085,0.618781,0.0574882,0.751909,1,0.00309271,0.32828,0.00309271,1,-0.127266,0.32828,-0.127266,1,0.546568,0.776081,0.332582,0.428902,0.428909,0.550949,0.385898,-0.684761,-0.625863,1,-0.490755,0.18657,-0.490755,1,-0.254241,0.18657,-0.254241,1,0.671256,0.901491,1.31684,0.298373,0.530779,0.245469,0.562733,1,-0.138939,-0.138939,1,0.134384,0.686245,-0.476517,-0.577603,-0.33755,-0.663145,1,0.169834,0.169834,1,2.33863,0.0703934,-0.422332,-0.48391,-0.290231,-0.580785,1,-0.278948,-0.278948,1,0.197461,0.569278,-0.0233014,0.0362044,0.122905,-0.526481,0.563461,-0.242963,0.154538,0.322749,-0.607457,0.0349049,0.0596567,-0.110145,-0.0997653,-0.0737124,-0.499112,-0.0805535,-0.107304,0.136856,0.302396,0.513956,-0.071547
-1911.6,0.97941,0.0280675,7,127,0,1961.45,2.98124,1.35076,1.60026,1.25471,1.26949,0.644804,0.270444,0.194498,1,0.111663,0.111663,1,1.10823,1.05019,0.562206,0.71978,0.393576,0.654595,1.25341,0.674122,-0.00544752,0.450366,1,0.504187,0.399401,-0.360355,0.504187,1,0.0220971,-0.259332,0.399401,0.0220971,1,0.105702,-0.360355,-0.259332,0.105702,1,0.911386,0.333777,1.06887,0.997217,0.391996,0.358163,0.630044,0.191819,0.358083,0.701409,1,-0.404389,0.239178,-0.404389,1,-0.0279393,0.239178,-0.0279393,1,1.18368,0.309935,0.173136,0.513541,0.428886,0.470383,0.398175,-0.634313,-0.773003,1,-0.226932,0.29781,-0.226932,1,-0.0498202,0.29781,-0.0498202,1,0.803677,0.961915,0.88458,0.403452,0.540643,0.422828,0.931825,1,0.205819,0.205819,1,0.0658839,0.327061,-0.489907,-0.600265,-0.269479,-0.102918,1,-0.0951172,-0.0951172,1,0.439824,0.637944,-0.222736,-0.396587,-0.232338,-0.306675,1,-0.150919,-0.150919,1,0.0863998,0.280305,-0.0674947,0.0379726,0.146214,-0.55514,0.570297,-0.206795,0.17913,0.139369,-0.604429,0.0772382,0.072802,-0.0501675,-0.0187046,-0.114134,-0.233912,-0.24284,-0.0424503,0.269842,0.120962,0.516867,-0.0946339
-1913.86,0.995654,0.0280675,7,127,0,1957.68,2.49268,1.76809,1.29122,0.302376,1.4405,0.564729,-0.0323463,0.0111077,1,0.0869689,0.0869689,1,1.02095,1.03468,0.688571,0.884318,0.191673,0.625735,-0.538127,0.432567,-0.0951094,0.149303,1,-0.142617,0.131943,0.00436983,-0.142617,1,0.384496,-0.214885,0.131943,0.384496,1,0.200979,0.00436983,-0.214885,0.200979,1,0.934849,0.450057,0.269054,0.671991,0.412757,-0.0790978,0.636911,0.310461,0.131305,0.399714,1,-0.292362,-0.262526,-0.292362,1,-0.107726,-0.262526,-0.107726,1,0.243168,1.63502,0.524235,0.363609,0.38607,0.512849,0.217337,-0.283048,-0.584747,1,0.236153,0.774377,0.236153,1,0.280441,0.774377,0.280441,1,0.290451,0.996107,3.4143,0.3164,0.571802,0.282287,0.403661,1,0.424609,0.424609,1,0.149941,2.22539,-0.501575,-0.624769,0.268393,-0.72577,1,0.339749,0.339749,1,1.2058,0.311348,-0.294516,-0.0590943,-0.333758,-0.577428,1,0.395795,0.395795,1,0.0803534,0.927309,-0.116796,-0.0155052,0.300539,-0.479291,0.480374,-0.248356,0.268465,0.362811,-0.377837,0.0458787,0.188498,-0.0325033,-0.00635077,-0.0649461,-0.975715,-0.197591,-0.0321865,0.194362,0.210019,0.518145,-0.051162
-1904.36,0.990991,0.0280675,7,127,0,1951.37,2.82725,1.41512,1.26618,0.164972,1.57795,0.0314891,-0.965469,-0.677193,1,0.0862906,0.0862906,1,1.01754,1.13337,0.373925,0.998585,0.586662,0.526291,0.1525,-0.164911,0.837117,0.642779,1,0.321022,0.0829311,0.0591513,0.321022,1,-0.405129,0.283411,0.0829311,-0.405129,1,-0.296621,0.0591513,0.283411,-0.296621,1,0.472947,0.655871,1.19106,0.215753,0.53142,-0.119451,0.437112,0.536045,-0.176174,0.520344,1,0.114948,-0.133298,0.114948,1,0.0800529,-0.133298,0.0800529,1,0.192593,0.0414951,0.105166,0.448857,0.278428,0.603566,-0.0291435,0.195824,0.917508,1,0.0194989,-0.670977,0.0194989,1,-0.0289673,-0.670977,-0.0289673,1,0.478168,0.274624,0.359515,0.326393,0.560343,-0.0907465,0.495652,1,-0.29234,-0.29234,1,0.699168,0.0421625,-0.60405,-0.563944,-0.389956,-0.0872436,1,0.071372,0.071372,1,0.27905,0.983378,-0.283717,-0.413688,-0.201229,0.174136,1,-0.343019,-0.343019,1,1.17472,0.580937,0.088926,0.0151075,-0.0080911,-0.445054,0.593388,-0.154857,0.0844824,0.328926,-0.750634,0.0275387,-0.0155361,0.0428749,0.0422388,0.0771829,-0.419917,-0.0847738,0.0562112,0.21822,0.0701214,0.491388,-0.176652
-1905.01,0.95924,0.0280675,7,127,0,1945.46,2.41544,1.35104,1.23183,1.15125,0.844087,0.745279,0.0337018,0.310486,1,0.0770828,0.0770828,1,0.941511,1.07544,0.578285,1.45624,0.517344,0.591462,0.498033,-0.261473,-0.100102,-0.237938,1,0.147769,-0.182621,0.469271,0.147769,1,0.307268,0.643875,-0.182621,0.307268,1,0.0593188,0.469271,0.643875,0.0593188,1,1.79423,1.73777,0.316533,3.04205,0.388441,-0.224917,0.415563,0.0480506,-0.0692822,0.441808,1,0.00846213,-0.604562,0.00846213,1,0.10989,-0.604562,0.10989,1,0.357044,0.665581,0.0849119,0.386515,0.337417,0.537082,-0.500157,0.176546,0.263704,1,0.632896,-0.089147,0.632896,1,0.25651,-0.089147,0.25651,1,1.56909,0.426712,0.285048,0.273529,0.527763,-0.259289,-0.163408,1,0.380489,0.380489,1,0.572819,2.54409,-0.551462,-0.599476,0.415377,-0.422538,1,0.068238,0.068238,1,2.053,0.309377,-0.318231,-0.327553,-0.238816,0.723709,1,0.621221,0.621221,1,0.164695,1.28485,-0.0348558,-0.0181742,0.237527,-0.405635,0.509263,-0.138571,0.135212,0.397909,-0.385002,0.0373708,0.15312,-0.0164616,-0.0184037,-0.0634988,-0.360568,-0.108439,-0.00921716,0.101576,0.0759238,0.512663,-0.113169
-1914.05,0.988909,0.0280675,7,127,0,1949.71,2.40613,1.12904,1.04553,0.318814,1.47518,0.72253,-0.380329,0.0795867,1,0.0869561,0.0869561,1,1.03125,1.07235,0.33579,1.24322,0.477823,0.550244,0.933762,-0.819612,0.569642,0.109017,1,-0.129992,-0.326651,0.17026,-0.129992,1,0.118964,0.241274,-0.326651,0.118964,1,0.076909,0.17026,0.241274,0.076909,1,0.462747,1.87946,0.842728,0.562849,0.53961,-0.413298,0.454269,0.367729,-0.508526,0.483725,1,-0.0339498,-0.943553,-0.0339498,1,-0.157433,-0.943553,-0.157433,1,0.905304,0.117221,0.0456551,0.591809,0.391894,0.593374,-1.16341,0.343595,0.755563,1,0.00906799,0.0887821,0.00906799,1,0.156314,0.0887821,0.156314,1,1.38624,0.0655535,0.138306,0.181382,0.540186,0.218566,0.108238,1,0.00977268,0.00977268,1,1.00759,0.24084,-0.532336,-0.547657,1.00968,0.503873,1,0.626045,0.626045,1,0.816691,1.4303,-0.282704,-0.332267,-0.445246,0.270332,1,0.016554,0.016554,1,0.600403,0.524892,0.0375438,-0.0403996,0.263914,-0.443433,0.520888,-0.0725423,0.172836,0.228091,-0.531992,0.000296453,0.131232,-0.00876384,0.00109183,-0.0324602,-0.542373,-0.326423,-0.0237879,0.138655,0.0551317,0.501573,-0.124108
-1910.21,0.976374,0.0280675,7,127,0,1958.69,2.3892,1.41661,1.14998,0.486026,1.07078,0.349157,-0.298822,-0.198076,1,0.122052,0.122052,1,1.09043,1.09213,0.336364,1.7971,0.490944,0.536238,-0.0385937,-0.0729696,-0.0485622,0.286274,1,-0.187285,-0.420788,-0.562918,-0.187285,1,0.491369,0.309513,-0.420788,0.491369,1,0.182261,-0.562918,0.309513,0.182261,1,1.17601,1.9636,1.12838,0.323447,0.442859,-0.422305,0.501486,0.370225,-0.431071,0.518055,1,0.399842,0.240554,0.399842,1,0.646902,0.240554,0.646902,1,0.145004,0.0214448,0.100004,0.480524,0.34313,0.590825,-0.629349,0.3626,0.556263,1,0.0640863,0.164885,0.0640863,1,-0.361071,0.164885,-0.361071,1,1.32765,0.689974,0.144015,0.188335,0.464553,-0.128202,0.819384,1,0.0405584,0.0405584,1,0.222007,0.365433,-0.550463,-0.597206,0.431578,-0.132625,1,-0.395163,-0.395163,1,1.9561,0.538025,-0.176957,-0.00986289,0.115614,0.723353,1,0.163222,0.163222,1,0.311465,2.01269,0.00540097,-0.0529826,0.342466,-0.494517,0.535947,-0.203352,0.16615,0.411955,-0.441031,0.0743996,0.22507,0.0192037,0.0381782,-0.00149423,-0.573049,0.0406843,0.0189992,0.203078,0.0581472,0.505458,-0.109783
-1906.4,0.85444,0.0280675,7,127,0,1963.75,2.47344,1.24346,0.984862,1.31229,1.07705,0.158907,-0.225468,-0.00813944,1,0.116481,0.116481,1,1.05576,1.06658,0.703561,1.37522,0.492185,0.490965,0.603576,1.32719,-0.666065,0.567015,1,0.263328,0.0746335,0.115635,0.263328,1,-0.00184271,-0.43112,0.0746335,-0.00184271,1,0.542769,0.115635,-0.43112,0.542769,1,0.346166,0.599253,2.36784,0.59367,0.439223,-0.477723,0.389995,0.331289,-0.533603,0.36507,1,-0.373293,0.439001,-0.373293,1,0.0380897,0.439001,0.0380897,1,0.226457,0.183081,0.0799591,0.272701,0.346608,0.667942,0.527393,0.352058,0.618298,1,-0.188342,-0.0768544,-0.188342,1,0.052305,-0.0768544,0.052305,1,0.276225,0.0654593,0.642459,0.365547,0.51097,0.891981,-0.0122264,1,-0.436607,-0.436607,1,1.74362,0.909984,-0.531424,-0.583336,-0.200392,-0.321138,1,-0.248981,-0.248981,1,0.51115,1.33557,-0.245362,0.0819285,-0.408136,-0.103934,1,-0.137818,-0.137818,1,0.587546,0.103905,0.0236937,0.0381978,0.115656,-0.422213,0.596586,-0.166926,0.0313217,0.576578,-0.723282,0.0462896,0.0873296,-0.00780035,-0.00553882,-0.0476219,-0.751518,-0.0956008,0.0845849,0.270549,0.187116,0.511486,-0.1495
-1904.39,0.998093,0.0280675,7,127,0,1949.15,2.35824,1.36315,0.966154,0.813222,0.787073,0.130965,-0.383054,-0.245777,1,0.0822295,0.0822295,1,1.06043,1.06046,0.700505,1.38715,0.773001,0.540704,0.680341,0.818368,-0.382674,0.926938,1,0.1672,-0.153829,-0.290991,0.1672,1,0.23299,-0.319922,-0.153829,0.23299,1,0.0970888,-0.290991,-0.319922,0.0970888,1,0.428502,0.464595,0.738531,0.337694,0.355261,-0.16234,0.40046,0.384306,-0.10751,0.343607,1,-0.440923,0.438453,-0.440923,1,-0.259366,0.438453,-0.259366,1,0.190279,0.0694878,0.0974577,0.197597,0.365832,0.654919,0.109244,0.354446,0.27494,1,0.315933,-0.278691,0.315933,1,0.409246,-0.278691,0.409246,1,0.108075,0.0412628,0.380965,0.5562,0.542392,0.899795,-0.597464,1,-0.360957,-0.360957,1,0.472415,0.754609,-0.574938,-0.564369,-0.0661514,-0.246363,1,-0.341563,-0.341563,1,0.612086,0.650328,-0.38718,-0.0530899,-0.274329,0.19953,1,-0.16069,-0.16069,1,0.196132,0.339584,0.0851701,0.124019,0.133145,-0.38221,0.533428,-0.139961,0.0436887,0.488214,-0.732873,-0.000517833,0.144094,0.00731459,0.0658266,0.0329936,-0.768865,-0.109512,-0.0475538,0.329094,0.110993,0.513021,-0.119052
