lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b_BreachDays.1,b_BreachDays.2,b_BreachDays.3,a_Goby.1,a_Goby.2,a_Goby.3,a_bar_Goby,b_bar_Breach,Rho_Zone.1.1,Rho_Zone.2.1,Rho_Zone.1.2,Rho_Zone.2.2,sigma_Zone.1,sigma_Zone.2,U.1,U.2,U.3,Rho_errors.1.1,Rho_errors.2.1,Rho_errors.1.2,Rho_errors.2.2,sigma_errors.1,sigma_errors.2,beta_BreachDays_sub,beta_Rain,beta_Wind,beta_Year_2,beta_Year,beta_SB_count,beta_SC_count,beta_Temp,beta_DO,beta_SAV,a_Rain,a_Wind,a_BreachDays,a_Temp,a_SAV,a_SC,a_SB,a_DO,beta_Temp_2,beta_Micro,beta_SAV_2,beta_Substrate,beta_Goby_lag,beta_BreachDays_2,k_U_bio,k_U,tau,phi
# Adaptation terminated
# Step size = 0.0575441
# Diagonal elements of inverse mass matrix:
# 0.0106548, 0.00477824, 0.00636307, 0.0160509, 0.0174204, 0.0159942, 0.31908, 0.0395019, 0.342795, 0.202929, 0.87871, 0.35435, 0.331193, 0.387228, 0.00319811, 0.00165052, 0.00155416, 0.00105692, 0.00110598, 0.000664454, 0.00298272, 0.00228708, 0.0105768, 0.0106236, 0.000763896, 0.00132292, 0.00358403, 0.00327965, 0.00309819, 0.00640073, 0.00632183, 0.0182041, 0.0313435, 0.0292032, 0.00633, 0.00124723, 0.00219486, 0.0608849, 0.00717077, 0.00232652, 0.00138323, 1.38665, 1.57124, 0.000410116, 0.00754918
-2069.77,0.991234,0.0575441,6,63,0,2094.99,0.411968,0.29222,0.357388,2.20328,2.59432,1.9162,0.0334335,0.558091,1,-0.914992,-0.914992,1,1.70381,0.119146,-0.700785,-0.566671,-0.531134,1,0.0134738,0.0134738,1,1.01208,0.965169,0.485317,0.696743,-0.603237,-0.1816,0.143298,0.272078,-0.1789,0.365691,0.584341,0.305217,0.0831334,0.052221,0.198887,0.177881,0.032901,-0.422539,0.124748,0.152907,-0.536898,0.238921,0.0590979,-0.245609,-0.00793016,-0.0905398,0.00721925,0.247864,0.591469,0.46196
-2060.78,0.938876,0.0575441,6,63,0,2095.94,0.00707998,0.286139,0.448247,2.24745,2.66511,2.0709,0.773735,0.386693,1,-0.224799,-0.224799,1,2.28707,0.229288,-0.141336,-0.0158522,0.020399,1,0.015962,0.015962,1,1.0507,1.02789,0.28268,0.672799,-0.605118,-0.208117,0.153691,0.51757,-0.696877,0.341836,0.548486,0.347973,-0.00842156,-0.0422225,-0.00862171,-0.0359279,-0.0755869,-0.40454,-0.120638,-0.0556567,-0.486713,0.150705,-0.30778,-0.252644,0.0598478,-0.0931991,0.339892,0.147095,0.605779,0.638235
-2063.11,0.997295,0.0575441,6,63,0,2081.61,0.308959,0.209043,0.302024,2.35181,2.78817,1.98237,0.159054,0.0815985,1,0.692312,0.692312,1,1.25844,0.163275,-0.156158,-0.15776,0.372833,1,-0.0686144,-0.0686144,1,0.95564,1.04678,0.413611,0.707861,-0.640529,-0.193308,0.0972535,0.338359,-0.246965,0.391474,0.526154,0.337416,0.0105488,0.112395,0.0715471,0.0094161,0.0405876,-0.403788,-0.150621,-0.00129976,-0.497036,0.129907,0.168904,-0.476794,-0.00831965,-0.10924,0.0223404,0.103071,0.601656,0.592346
-2069.32,0.998198,0.0575441,6,63,0,2092.64,0.208571,0.344303,0.518612,2.17728,2.65435,1.90528,0.514851,0.417991,1,0.164578,0.164578,1,2.51976,0.118952,-0.296487,-0.268742,0.246976,1,-0.0582711,-0.0582711,1,1.13151,0.992322,0.35425,0.631497,-0.549745,-0.187951,0.125107,0.579188,-0.714461,0.391134,0.529687,0.295492,-0.00253609,-0.00782837,0.0924999,-0.0169983,-0.0405344,-0.326524,-0.0931484,0.00313796,-0.496743,0.219136,-0.450257,-0.255546,0.0624282,-0.0427818,0.0162538,0.053077,0.597455,0.458113
-2064.58,0.991729,0.0575441,6,63,0,2095.5,0.229701,0.276825,0.425269,2.29314,2.68696,2.00531,0.0108876,0.214189,1,0.098655,0.098655,1,3.34248,0.19949,-0.315045,0.0378691,0.668133,1,0.110101,0.110101,1,1.02752,1.02395,0.337182,0.679875,-0.565469,-0.209439,0.226333,0.568412,-0.527997,0.404378,0.530969,0.341328,-0.0187647,0.0364373,-0.101497,0.0130762,-0.0885183,-0.276451,-0.0329037,-0.00789645,-0.453307,0.120664,0.0104099,-0.475943,0.0690142,-0.0998433,0.0703012,0.097378,0.579368,0.662241
-2053.75,0.997096,0.0575441,6,63,0,2082.79,0.256365,0.256231,0.289899,2.23702,2.55309,1.93918,0.487572,0.249529,1,0.133979,0.133979,1,1.61406,0.0350693,-0.0336719,0.0633578,0.253492,1,-0.0471582,-0.0471582,1,1.0261,0.96996,0.403315,0.687259,-0.574421,-0.10903,0.133202,0.548613,-0.65853,0.381826,0.533401,0.293063,0.0152322,0.0333372,0.0551938,-0.00645788,-0.0514916,-0.506036,-0.424331,0.0117949,-0.485885,0.119093,-0.331393,-0.358133,0.0497696,-0.0870294,0.378411,0.0723176,0.562777,0.571568
-2053.14,0.788011,0.0575441,5,55,0,2075.65,0.267914,0.26311,0.298741,2.15005,2.56985,1.94265,0.115181,0.26885,1,0.0958265,0.0958265,1,1.81216,0.0343429,0.0773348,0.334622,0.51065,1,-0.0561988,-0.0561988,1,0.998159,0.979257,0.393385,0.667755,-0.56921,-0.0862785,0.159326,0.553042,-0.690661,0.402081,0.547632,0.278881,-0.0576674,0.061553,-0.00134796,-0.0246395,-0.173853,-0.434333,-0.463289,-5.39375e-05,-0.491496,0.116857,-0.327844,-0.344607,0.0689173,-0.0828116,0.473502,0.0557659,0.570055,0.518083
-2060.23,0.947989,0.0575441,6,63,0,2081.46,0.218663,0.241863,0.473017,2.32155,2.87378,2.14315,0.748305,0.564408,1,-0.673855,-0.673855,1,2.27213,0.276429,0.0305464,-0.0199105,0.101033,1,0.141694,0.141694,1,1.01921,1.1008,0.406297,0.725129,-0.604288,-0.232176,0.114265,0.292128,-0.482515,0.35966,0.490825,0.400426,0.0830283,-0.0381248,-0.0288213,-0.0833275,0.0159031,-0.553516,0.192502,-0.0431348,-0.497536,0.146874,-0.0750942,-0.337814,-0.0296641,-0.109446,0.0766867,0.691974,0.603618,0.569641
-2060.3,0.822315,0.0575441,6,63,0,2084,0.0772324,0.27754,0.496918,2.36165,2.95078,2.09859,-0.37605,0.505233,1,-0.204638,-0.204638,1,3.07669,0.446331,0.0320687,0.293416,0.289922,1,0.0619274,0.0619274,1,1.08349,1.01581,0.418738,0.674561,-0.610878,-0.288308,0.169702,0.38727,-0.440573,0.351079,0.523189,0.415873,-0.0334899,-0.0406886,-0.0444216,-0.0205835,-0.0132207,-0.474477,-0.140063,-0.0562919,-0.508662,0.107571,0.115564,-0.330596,-0.0859204,-0.120563,0.0606344,0.183407,0.60823,0.488268
-2061.38,0.979264,0.0575441,6,127,0,2083.46,0.0515243,0.295553,0.491764,2.35227,2.96809,2.13502,-0.457618,0.466759,1,-0.281962,-0.281962,1,2.57296,0.512032,0.2301,0.310542,0.493813,1,0.0692464,0.0692464,1,1.08196,1.02354,0.417354,0.676976,-0.607167,-0.30854,0.170515,0.349604,-0.460793,0.357029,0.513796,0.440597,-0.0398051,-0.0339618,-0.0672501,-0.0363166,-0.0354581,-0.515338,-0.117042,-0.0848691,-0.52164,0.119075,0.169125,-0.343879,-0.0821994,-0.12656,0.106213,0.136816,0.605572,0.485292
-2061.74,0.97635,0.0575441,6,63,0,2082.5,0.0479199,0.292715,0.48812,2.34762,2.97347,2.13804,-0.451484,0.462043,1,-0.272749,-0.272749,1,2.51732,0.516452,0.243961,0.366092,0.46455,1,0.0679113,0.0679113,1,1.08113,1.02923,0.415933,0.676776,-0.609368,-0.309697,0.169038,0.344821,-0.458769,0.357905,0.514519,0.436413,-0.0373584,-0.0289195,-0.0680397,-0.0414208,-0.0557454,-0.511759,-0.102721,-0.0842867,-0.519122,0.121879,0.14424,-0.34849,-0.0820242,-0.126558,0.0965604,0.132946,0.60609,0.484095
-2055.2,0.980576,0.0575441,6,63,0,2085.66,0.0421758,0.239472,0.456178,2.39517,2.81785,2.09667,0.202892,-0.182104,1,0.666025,0.666025,1,4.19285,0.512928,0.0296461,0.190832,0.592216,1,-0.0266528,-0.0266528,1,0.981014,1.04924,0.376653,0.69734,-0.614094,-0.125878,0.218376,0.386473,-0.604467,0.3574,0.557945,0.348445,0.0242651,0.00354852,-0.0384488,-0.0799292,-0.0917428,-0.542092,-0.151253,-0.0234541,-0.469056,0.156816,0.143884,-0.445236,-0.0529913,-0.11337,0.241984,0.180137,0.595729,0.403472
-2061.25,0.980062,0.0575441,6,63,0,2081.22,0.236439,0.310703,0.381529,2.21625,2.68381,2.00828,1.60337,0.775359,1,0.408099,0.408099,1,1.01193,0.78212,-0.196234,-0.140767,-0.0353452,1,-0.0156023,-0.0156023,1,1.05849,0.973143,0.442311,0.698018,-0.590634,-0.21148,0.0557208,0.48877,-0.427092,0.364324,0.539481,0.296201,-0.0327876,-0.0429166,0.0459857,0.0292384,0.0708885,-0.399233,-0.233519,0.061677,-0.526557,0.15989,-0.413669,-0.208004,0.0574108,-0.0821161,0.811542,0.182195,0.588358,0.766638
-2053.49,0.938842,0.0575441,6,63,0,2075.35,0.201686,0.239617,0.471267,2.28526,2.67993,2.00969,0.430509,0.476498,1,-0.585319,-0.585319,1,1.1656,0.159031,-0.240291,0.0810511,0.444595,1,0.0413803,0.0413803,1,0.966603,1.04135,0.358242,0.666187,-0.599227,-0.102317,0.21418,0.469356,-0.609276,0.383723,0.571382,0.335395,-0.0256718,0.0613284,0.0279357,0.00288184,-0.0153281,-0.407806,0.0701807,-0.0455684,-0.463464,0.177115,-0.032103,-0.390621,-0.0359465,-0.092036,0.201029,0.0582756,0.591603,0.482972
-2056.29,0.988167,0.0575441,6,63,0,2081.66,0.201968,0.178097,0.313597,2.37151,2.69976,1.99672,0.239238,0.262177,1,-0.710487,-0.710487,1,2.63824,0.0644829,-0.361668,-0.191365,-0.0332806,1,-0.00840264,-0.00840264,1,1.06268,0.970138,0.460015,0.736749,-0.586116,-0.22075,0.0148951,0.435771,-0.550599,0.384583,0.5018,0.353864,0.0318619,-0.0553089,0.0767513,0.0334708,0.106888,-0.286219,-0.223607,-0.0105595,-0.474217,0.118217,-0.464113,-0.318178,0.0282263,-0.101008,0.327525,0.106383,0.604088,0.636107
-2055.48,0.964121,0.0575441,6,63,0,2078.1,0.202407,0.244215,0.306558,2.27419,2.61835,1.98341,0.550816,0.322823,1,-0.546933,-0.546933,1,1.1966,0.0943591,-0.269159,-0.238751,-0.203866,1,0.00110871,0.00110871,1,1.02908,0.970095,0.403335,0.736113,-0.586482,-0.191767,0.061485,0.428436,-0.487519,0.372828,0.577597,0.331991,0.00642427,0.0140952,0.00752436,0.0729391,0.1349,-0.141348,0.124689,0.125676,-0.510408,0.125804,-0.57557,-0.27118,-0.0223863,-0.0941245,0.697041,0.584548,0.6002,0.597437
-2058.08,0.995378,0.0575441,6,63,0,2079.94,0.175743,0.259587,0.476791,2.30046,2.67151,1.98491,0.249421,0.199098,1,0.457806,0.457806,1,1.6564,0.179529,-1.43227,-1.1163,-0.497066,1,-0.00370471,-0.00370471,1,0.969377,1.01489,0.401851,0.645174,-0.616555,-0.169124,0.231611,0.37942,-0.55793,0.379166,0.522065,0.426775,-0.00385655,-0.000925811,0.0578233,0.0833692,-0.0096303,-0.470987,-0.295243,0.162265,-0.509002,0.232165,0.34632,-0.35427,0.034925,-0.0922217,0.0151722,0.109421,0.597561,0.525528
-2058.58,0.992179,0.0575441,6,63,0,2081.22,0.0425695,0.355039,0.313809,2.2838,2.87504,2.24502,0.43029,0.149881,1,0.427931,0.427931,1,1.75109,0.165325,-0.523696,-0.832068,-0.626138,1,0.020769,0.020769,1,0.949552,1.00983,0.402327,0.700635,-0.610031,-0.19603,0.100871,0.373934,-0.618654,0.385728,0.523178,0.405601,-0.0581964,-0.0192896,0.185181,0.141365,0.0861462,-0.387767,-0.0513795,0.105042,-0.493957,0.220295,0.220231,-0.28375,0.109795,-0.149103,0.0360606,0.193074,0.595733,0.419257
-2052.78,0.984357,0.0575441,6,63,0,2076.55,0.271086,0.20913,0.268763,2.27555,2.69759,1.99399,-0.084803,0.268887,1,0.139823,0.139823,1,2.68843,0.0437577,-1.1566,-0.735933,-0.447886,1,-0.0663327,-0.0663327,1,1.03739,0.976737,0.394254,0.685951,-0.613343,-0.161098,0.146575,0.37405,-0.425778,0.333871,0.582711,0.328472,0.107404,-0.0023227,0.138432,0.148461,0.208012,-0.283955,0.0520781,0.162135,-0.491536,0.147302,-0.267442,-0.316682,-0.00643586,-0.0888453,0.334314,0.134564,0.586692,0.66822
-2053.7,0.998346,0.0575441,6,63,0,2070.15,0.0282604,0.35004,0.485976,2.1623,2.63072,1.92803,1.49332,0.359974,1,0.0261665,0.0261665,1,1.10188,0.28718,-1.18815,-0.406263,0.13859,1,0.0592765,0.0592765,1,0.962797,1.03265,0.392577,0.711382,-0.584835,-0.166214,0.144044,0.483818,-0.580027,0.4015,0.512403,0.336394,-0.101863,-0.00376273,0.0225982,0.0453731,0.0973909,-0.327465,-0.164252,-0.0063082,-0.495401,0.185758,-0.000861642,-0.36654,0.0214526,-0.0716718,0.110262,0.0331758,0.605481,0.481964
-2055.48,0.982797,0.0575441,6,63,0,2077.27,0.305502,0.226933,0.39636,2.16048,2.64758,1.99525,0.696214,0.479234,1,-0.610655,-0.610655,1,1.01585,0.112871,-0.196351,0.0300584,0.180722,1,-0.0251482,-0.0251482,1,1.01966,1.05884,0.419003,0.68049,-0.661636,-0.176775,0.159642,0.461915,-0.537318,0.395541,0.481848,0.395827,0.0225523,0.0706981,-0.013148,-0.0573256,-0.0497053,-0.542839,-0.00603071,0.00857045,-0.50618,0.231826,-0.479185,-0.231658,0.00275268,-0.0696158,0.385209,0.284659,0.590061,0.579404
-2064.2,0.997482,0.0575441,6,63,0,2080.82,0.0454889,0.195083,0.253908,2.1624,2.68605,1.93861,0.16095,0.105143,1,0.330564,0.330564,1,3.85808,0.117663,-0.85736,-0.555564,-0.157778,1,-0.0313141,-0.0313141,1,0.972524,0.912922,0.41033,0.677647,-0.584604,-0.0943908,0.149789,0.358678,-0.5538,0.31754,0.611143,0.432416,-0.123604,-0.0787456,0.0157272,0.0215633,0.0891705,-0.27687,-0.147619,0.0679797,-0.484272,0.120695,0.0792787,-0.391402,-0.0239437,-0.0656182,0.228997,0.126974,0.621464,0.535748
-2049.51,0.976803,0.0575441,6,63,0,2080.12,0.233065,0.223369,0.293381,2.11958,2.67313,2.09216,0.684603,0.26365,1,0.18394,0.18394,1,1.51974,0.170109,-0.847253,-0.723401,-0.303748,1,-0.00116528,-0.00116528,1,0.954229,0.973312,0.346584,0.712471,-0.610408,-0.143611,0.175321,0.308856,-0.524168,0.341898,0.554016,0.417641,0.0279765,0.024002,0.0986134,0.0984954,0.114047,-0.447908,0.158414,0.0470975,-0.494212,0.160588,-0.155586,-0.32958,-0.0048667,-0.0580488,0.193538,0.143562,0.613011,0.644788
-2050.81,0.982329,0.0575441,6,63,0,2071.95,0.166713,0.31102,0.336916,2.3669,2.6101,1.99241,0.134818,0.297851,1,-0.238888,-0.238888,1,2.06305,0.0680816,-0.221031,-0.16989,-0.0654914,1,-0.0471358,-0.0471358,1,0.975223,1.01034,0.412938,0.706681,-0.57809,-0.207491,0.060532,0.31631,-0.410945,0.407901,0.522697,0.373868,-0.0466732,-0.0449897,0.0767743,0.0601107,0.146203,-0.146686,-0.0848028,0.0322849,-0.496395,0.162069,-0.596111,-0.281403,0.107305,-0.0694818,0.982531,0.423447,0.600091,0.391696
-2055.23,0.838341,0.0575441,6,63,0,2074.16,0.197826,0.351892,0.286235,2.32666,2.81633,2.1664,0.689129,0.208344,1,0.171762,0.171762,1,1.79758,0.200813,-0.140592,-0.0991308,-0.0611505,1,-0.0801792,-0.0801792,1,0.927956,1.12008,0.417483,0.726369,-0.616721,-0.272093,0.137219,0.309299,-0.262656,0.360495,0.533398,0.358801,-0.109735,0.0164478,-0.0035727,0.0157658,0.129587,-0.378011,0.0119693,0.0119394,-0.537766,0.201526,-0.175136,-0.297477,-0.0150016,-0.0935924,1.30599,0.244758,0.600572,0.559238
-2055.79,0.901257,0.0575441,6,63,0,2066.28,0.20292,0.317063,0.231871,2.27312,2.80763,2.16202,0.439701,0.334771,1,-0.263757,-0.263757,1,2.52494,0.143249,-0.138136,-0.0452464,0.00177752,1,-0.0957062,-0.0957062,1,0.922523,1.11941,0.427947,0.721221,-0.629662,-0.282069,0.140385,0.354692,-0.365712,0.355266,0.527264,0.37802,-0.091427,0.0151032,0.00501771,0.0354569,0.0978096,-0.404948,-0.0273942,-0.0231347,-0.535318,0.179273,-0.0156815,-0.32347,-0.0102852,-0.0765253,1.28308,0.264175,0.600418,0.593077
-2065.99,0.915659,0.0575441,6,63,0,2088.25,0.156927,0.282068,0.204289,2.26989,2.6524,2.28931,0.386163,0.11936,1,0.691309,0.691309,1,1.27731,0.157397,-0.142034,-0.10195,-0.00826791,1,-0.0756709,-0.0756709,1,0.915409,1.11062,0.415412,0.698525,-0.617996,-0.211913,0.21901,0.28711,-0.315946,0.37746,0.535285,0.451296,-0.0698574,-0.0130131,0.0356808,0.0361163,0.152796,-0.459345,-0.00128171,0.0282611,-0.544714,0.171721,0.034871,-0.210322,0.00923594,-0.13422,1.78404,0.519194,0.613591,0.716658
-2060.79,0.999011,0.0575441,6,63,0,2089.58,0.249775,0.312514,0.198502,2.45461,3.09104,2.18517,0.207133,-0.16394,1,-0.00834754,-0.00834754,1,3.26357,0.847857,-0.316932,-0.201973,-0.116428,1,-0.0547727,-0.0547727,1,0.986683,0.96709,0.426303,0.64355,-0.589748,-0.259731,0.086531,0.271284,-0.560527,0.382629,0.552686,0.290966,0.112745,0.0510068,0.0535783,0.054669,0.129959,-0.225506,0.157957,0.0551392,-0.473824,0.143791,0.301291,-0.343756,0.00579676,-0.147272,0.72267,0.233007,0.595865,0.455801
-2058.88,0.956298,0.0575441,6,63,0,2080.03,0.35667,0.194879,0.284496,2.30159,2.86142,2.2409,0.823722,-0.27528,1,0.101791,0.101791,1,1.10653,0.568144,-0.47783,-0.341329,-0.190492,1,0.111921,0.111921,1,1.01779,1.01122,0.415124,0.621537,-0.628261,-0.227369,0.0644754,0.265889,-0.52215,0.382863,0.528753,0.419038,0.0481255,0.0547961,0.0443679,0.0434905,0.183793,-0.270327,-0.227952,0.044855,-0.477034,0.171375,0.0102434,-0.295293,0.0572931,-0.131177,0.448146,0.114503,0.585711,0.543602
-2060.31,0.984863,0.0575441,6,63,0,2077.54,0.239776,0.355666,0.377631,2.35457,2.76454,2.04208,0.794273,0.277671,1,0.621821,0.621821,1,1.44841,0.0353059,-0.164978,-0.152282,0.00757117,1,-0.0982466,-0.0982466,1,0.97441,0.985071,0.386227,0.799087,-0.550914,-0.179081,0.196034,0.364316,-0.633848,0.38965,0.50722,0.38177,-0.0269748,-0.00141584,0.00862104,0.0139068,0.108908,-0.461759,0.0644494,0.0186718,-0.515432,0.112474,-0.120867,-0.426549,-0.000226926,-0.112404,0.908898,0.249701,0.620767,0.503438
-2065.31,0.957644,0.0575441,6,63,0,2083.65,0.36275,0.288581,0.248014,2.23235,2.79162,2.26976,-0.613164,0.288328,1,-0.520355,-0.520355,1,3.1985,0.264411,-0.40784,-0.272409,0.0336075,1,-0.121131,-0.121131,1,1.04308,1.00809,0.382403,0.742901,-0.585292,-0.161555,0.109898,0.504746,-0.65796,0.407785,0.499943,0.461734,-0.0291724,-0.14498,0.055876,0.0451952,0.0573443,-0.15671,0.0204243,0.0392377,-0.516311,0.1524,0.319271,-0.404233,0.024028,-0.109696,0.458493,0.286787,0.620313,0.559651
-2071.05,0.990459,0.0575441,6,63,0,2095.04,0.230731,0.184767,0.521679,2.17649,2.58141,2.03894,1.62179,0.21647,1,0.843538,0.843538,1,1.14022,1.43415,-0.835815,-0.615607,-0.492713,1,0.109446,0.109446,1,0.973129,0.993794,0.386285,0.652306,-0.60752,-0.214726,0.156056,0.303684,-0.396519,0.353418,0.592269,0.324325,0.0445169,0.149747,0.0540429,0.0984073,0.0514368,-0.0852563,-0.138683,0.0801678,-0.482178,0.207539,-0.542033,-0.342158,-0.00224858,-0.0888578,0.104313,0.114066,0.577127,0.55788
-2058.36,0.970117,0.0575441,6,63,0,2090.35,0.181361,0.317908,0.301759,2.36217,2.76032,2.00413,1.29265,0.162034,1,0.663038,0.663038,1,0.799016,0.0881847,-0.630092,-0.49064,-0.316522,1,-0.0602385,-0.0602385,1,1.01817,0.971006,0.359933,0.668639,-0.632627,-0.201132,0.113164,0.337391,-0.664284,0.329819,0.570039,0.321762,-0.0570021,-0.0864447,0.172067,0.111865,0.338881,-0.292607,0.0936383,0.170558,-0.477952,0.180172,0.0604382,-0.338335,0.0689253,-0.0845963,0.833903,0.253522,0.593481,0.675078
-2053.74,1,0.0575441,6,63,0,2075.28,0.329912,0.274012,0.333639,2.26638,2.76386,2.22008,1.05011,0.292111,1,0.85234,0.85234,1,2.19196,0.110002,-0.597781,-0.555121,-0.522563,1,0.0278626,0.0278626,1,0.967757,0.996827,0.379341,0.649107,-0.609709,-0.157623,0.0691702,0.341487,-0.606581,0.3324,0.57345,0.384995,0.0335819,0.0176819,0.0291063,0.0573491,0.30872,-0.108833,0.384025,0.0160094,-0.490541,0.154979,-0.200298,-0.35889,0.038973,-0.0716661,0.626817,0.120072,0.609549,0.615569
-2052.31,0.991032,0.0575441,6,63,0,2079.74,0.308184,0.252274,0.339925,2.25336,2.73297,2.19592,1.13214,0.22027,1,0.878438,0.878438,1,1.89076,0.075359,-0.735261,-0.540439,-0.333496,1,0.00964802,0.00964802,1,0.981743,0.990845,0.379878,0.654259,-0.603449,-0.135859,0.0621404,0.249415,-0.589435,0.33308,0.568714,0.396641,0.0490586,-0.0208305,0.0378552,0.039341,0.298635,-0.0793859,0.265149,0.0677895,-0.484712,0.159114,-0.158783,-0.371036,0.0119674,-0.0899912,0.577394,0.0769057,0.613281,0.627902
-2050.88,0.98832,0.0575441,6,63,0,2075.59,0.166751,0.223613,0.374968,2.31752,2.8661,2.05415,-0.224206,0.518387,1,-0.863335,-0.863335,1,2.19507,0.240747,-0.0213546,-0.144703,0.118759,1,-0.0177814,-0.0177814,1,1.01497,1.00098,0.394006,0.725378,-0.594753,-0.220394,0.202672,0.454804,-0.563915,0.407899,0.488469,0.359794,-0.0496658,0.0230714,-0.0146185,0.0361097,0.0065611,-0.337551,-0.229687,0.0149534,-0.523746,0.133238,0.0154303,-0.33396,0.00038636,-0.132735,0.229835,0.316795,0.583634,0.446833
-2056.46,0.949419,0.0575441,6,63,0,2078.23,0.258244,0.274618,0.377688,2.17662,2.80428,1.953,1.24282,0.211289,1,-0.177376,-0.177376,1,1.43682,0.0984383,-0.809823,-0.417242,-0.0122775,1,0.0346317,0.0346317,1,0.974499,1.04252,0.395015,0.670945,-0.577839,-0.105531,0.0640444,0.284265,-0.526581,0.344532,0.530376,0.344985,0.0801536,-0.0120831,-0.000701,0.0215572,0.0859732,-0.540944,0.20683,0.0238567,-0.476552,0.153485,-0.340454,-0.409651,0.0471956,-0.0798776,0.304871,0.0607706,0.605569,0.673803
-2063.52,0.982178,0.0575441,6,63,0,2079.5,0.30966,0.355488,0.397004,2.43521,2.72571,2.1695,0.0177171,0.122723,1,0.521617,0.521617,1,1.70413,0.426252,0.337968,0.161889,0.479611,1,-0.0348698,-0.0348698,1,1.06426,1.01125,0.443395,0.70378,-0.664104,-0.308014,0.147367,0.45763,-0.578066,0.371668,0.568477,0.35499,-0.0544625,-0.0503751,-0.0579497,-0.0508814,0.0119223,-0.269726,-0.462922,-0.131708,-0.503613,0.156631,0.0912804,-0.352132,-0.000615226,-0.0953243,0.0539566,0.265021,0.602189,0.531668
-2056.12,0.992903,0.0575441,6,63,0,2080.51,0.177543,0.408235,0.319139,2.32823,2.91979,2.12712,0.422108,0.0435602,1,0.189938,0.189938,1,2.54289,0.237269,0.0613403,0.112608,0.250765,1,0.0325541,0.0325541,1,0.954903,1.01091,0.390498,0.732968,-0.615828,-0.14627,0.133721,0.371977,-0.700743,0.329077,0.527441,0.419685,-0.0616214,-0.024775,-0.0375571,-0.0864257,-0.00304147,-0.606857,0.0708067,-0.0545292,-0.518638,0.132428,-0.238318,-0.434831,0.069679,-0.121212,0.0643933,0.319746,0.59111,0.540611
-2065.81,0.964688,0.0575441,6,63,0,2082.38,0.115812,0.0660157,0.436961,2.46964,2.73514,2.16366,1.1924,0.280939,1,0.13276,0.13276,1,0.864923,0.189907,0.142419,0.17421,0.226553,1,-0.0376499,-0.0376499,1,1.00543,1.05397,0.395479,0.653456,-0.637834,-0.263986,0.190152,0.386925,-0.623782,0.330917,0.650065,0.320089,-0.0948762,-0.0101403,-0.0997986,-0.119158,-0.316262,-0.459296,-0.608379,-0.0411131,-0.498493,0.234578,-0.223153,-0.441165,-0.0200327,-0.0531215,1.37567,0.445561,0.605594,0.396074
-2063.78,0.993201,0.0575441,6,63,0,2088.11,0.180372,0.435854,0.31091,2.30454,2.76888,1.98304,-0.344981,0.33279,1,-0.0993108,-0.0993108,1,3.01224,0.15622,0.198662,0.451974,0.617588,1,0.0293694,0.0293694,1,0.998223,0.960868,0.400747,0.74361,-0.56764,-0.125159,0.109735,0.405295,-0.542637,0.450054,0.449444,0.481215,0.096207,0.015401,-0.017263,-0.0881987,-0.173949,-0.715539,0.0155125,-0.0709904,-0.542586,0.12712,0.0434407,-0.292754,0.00713307,-0.112315,0.312038,0.168979,0.588967,0.697977
-2060.68,0.979825,0.0575441,6,63,0,2093.69,0.158858,0.108545,0.398002,2.34685,2.85674,2.02433,0.87501,-0.0324075,1,-0.059669,-0.059669,1,1.49436,0.840173,-0.0735842,-0.0110162,0.057847,1,-0.0225047,-0.0225047,1,0.991855,1.04816,0.397989,0.627787,-0.619885,-0.25803,0.152514,0.350124,-0.65039,0.361497,0.627788,0.313674,-0.0734728,0.00229281,0.0324097,-0.0231315,-0.00189939,-0.209668,-0.203074,-0.0278221,-0.436484,0.17446,-0.301304,-0.472103,-0.0154023,-0.0538004,1.47885,0.373744,0.611538,0.447539
-2063.59,0.753262,0.0575441,6,63,0,2089.64,0.324092,0.261809,0.347104,2.35482,2.84855,2.26278,0.51887,-0.131251,1,0.770475,0.770475,1,1.51557,0.414865,0.0730776,0.245979,0.423268,1,0.022563,0.022563,1,1.00657,1.02192,0.465446,0.665392,-0.626421,-0.127757,0.140524,0.428994,-0.708829,0.342762,0.512609,0.410405,-0.0515769,0.00547778,0.010433,-0.108513,-0.0676307,-0.593304,-0.0908399,-0.0400029,-0.499455,0.0743622,-0.46116,-0.463991,-0.0146332,-0.195071,0.264331,0.178582,0.57527,0.591093
-2055.5,0.96712,0.0575441,6,127,0,2085.76,0.23812,0.278483,0.436019,2.25217,2.82563,2.02053,0.790029,0.525158,1,-0.543746,-0.543746,1,1.30957,0.14114,0.395447,0.481677,0.558112,1,-0.0398084,-0.0398084,1,0.984359,1.01295,0.396293,0.692458,-0.57272,-0.258686,0.052641,0.265911,-0.576632,0.393237,0.595039,0.292379,0.0286886,0.0181442,-0.204929,-0.231498,-0.188591,-0.652705,-0.486288,-0.244499,-0.486711,0.136392,0.0545986,-0.28336,-0.0260697,-0.0814545,0.47175,0.402165,0.586944,0.453534
