lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b_BreachDays.1,b_BreachDays.2,b_BreachDays.3,a_Goby.1,a_Goby.2,a_Goby.3,a_bar_Goby,b_bar_Breach,Rho_Zone.1.1,Rho_Zone.2.1,Rho_Zone.1.2,Rho_Zone.2.2,sigma_Zone.1,sigma_Zone.2,U.1,U.2,U.3,Rho_errors.1.1,Rho_errors.2.1,Rho_errors.1.2,Rho_errors.2.2,sigma_errors.1,sigma_errors.2,beta_BreachDays_sub,beta_Rain,beta_Wind,beta_Year_2,beta_Year,beta_SB_count,beta_SC_count,beta_Temp,beta_DO,beta_SAV,a_Rain,a_Wind,a_BreachDays,a_Temp,a_SAV,a_SC,a_SB,a_DO,beta_Temp_2,beta_Micro,beta_SAV_2,beta_Substrate,beta_Goby_lag,beta_BreachDays_2,k_U_bio,k_U,tau,phi
# Adaptation terminated
# Step size = 0.0583983
# Diagonal elements of inverse mass matrix:
# 0.0103946, 0.00473063, 0.00633397, 0.0160032, 0.0168867, 0.0147183, 0.295669, 0.0399016, 0.337792, 0.188204, 0.83657, 0.392247, 0.346695, 0.392906, 0.0030522, 0.00154442, 0.00154574, 0.00116115, 0.00108417, 0.000676921, 0.00288682, 0.00235218, 0.0107459, 0.0107341, 0.000783789, 0.00133527, 0.00372555, 0.0034233, 0.00314126, 0.00506204, 0.00509779, 0.0140107, 0.028156, 0.0266163, 0.00494132, 0.00132866, 0.00221033, 0.0602154, 0.00728408, 0.00229666, 0.00139273, 1.22195, 1.59186, 0.000406579, 0.00714993
-2061.41,0.983607,0.0583983,6,63,0,2085.79,0.341945,0.46474,0.411252,2.25225,2.733,2.0383,1.02957,0.596849,1,-0.831134,-0.831134,1,1.43419,0.297411,-0.913872,-0.847542,-0.28095,1,-0.0298853,-0.0298853,1,1.03086,0.985142,0.414966,0.719858,-0.591429,-0.279119,0.160073,0.44943,-0.418818,0.34298,0.557311,0.239032,0.0220801,-0.0182332,0.0739916,0.0169071,0.0892627,-0.406679,0.00773438,0.0754358,-0.516739,0.266543,0.0927627,-0.385272,0.00373865,-0.0720985,0.205176,0.080774,0.616001,0.622616
-2056.88,0.99154,0.0583983,6,63,0,2074.23,0.126832,0.109697,0.264842,2.18191,2.81145,1.99721,-0.445324,0.0799837,1,0.490951,0.490951,1,1.84308,0.155456,-0.375431,-0.187186,-0.149695,1,0.0227141,0.0227141,1,0.968722,1.01309,0.385251,0.680836,-0.593736,-0.0808104,0.11765,0.345526,-0.635114,0.384792,0.507051,0.473438,-0.0334515,0.0169004,0.12612,0.081465,0.192057,-0.316139,-0.0538526,0.111114,-0.459016,0.0514174,-0.278835,-0.357096,0.0158563,-0.0831128,1.02282,0.497591,0.575829,0.490982
-2055.49,0.993734,0.0583983,6,63,0,2075.24,0.246917,0.311399,0.421118,2.29254,2.64874,2.11951,1.46354,0.405056,1,0.128874,0.128874,1,1.40727,0.153234,-1.36248,-0.92106,-0.550768,1,0.035835,0.035835,1,1.04115,1.00456,0.415688,0.710743,-0.639532,-0.14015,0.103012,0.444103,-0.550064,0.334747,0.562328,0.321734,0.0254752,0.0112559,0.0798137,0.11548,0.203275,0.0268567,0.188859,0.00607499,-0.455434,0.17836,-0.124013,-0.420618,-0.00795575,-0.0930086,0.27481,0.0763574,0.612487,0.594656
-2066.38,0.992713,0.0583983,6,63,0,2088.41,0.171796,0.228549,0.564881,2.23311,2.86023,2.12755,-0.348807,0.432787,1,-0.183161,-0.183161,1,1.55165,0.195538,-0.696093,-0.65721,-0.301686,1,0.104069,0.104069,1,1.01122,0.975711,0.402015,0.665778,-0.66238,-0.189818,0.137638,0.475683,-0.645215,0.343269,0.569033,0.345217,-0.104586,-0.0342883,0.133203,0.0852402,0.394157,0.0506531,0.133614,0.166577,-0.562674,0.0917711,0.0786877,-0.519321,0.0171969,-0.10514,0.667383,0.214823,0.605796,0.60241
-2056.3,0.976352,0.0583983,6,63,0,2082.93,0.192346,0.267684,0.45453,2.33959,2.79116,2.11032,1.16556,0.526782,1,-0.670019,-0.670019,1,2.0398,0.268792,-1.28259,-1.45011,-1.20529,1,-0.0571991,-0.0571991,1,1.02033,0.968202,0.365496,0.68998,-0.628098,-0.209824,0.131765,0.419901,-0.498558,0.345726,0.56921,0.272465,0.0306366,-0.00947013,0.0921618,0.141677,0.383551,-0.0589237,0.378123,0.0643648,-0.489438,0.101521,-0.233367,-0.356746,-0.0232593,-0.0844322,0.292429,0.0584871,0.611663,0.618242
-2067.65,0.976618,0.0583983,6,63,0,2089.26,0.330667,0.358074,0.37473,2.21738,2.68912,1.99599,-0.0716907,0.17615,1,-0.00604069,-0.00604069,1,3.44409,0.783226,-1.51972,-1.57701,-1.30494,1,0.00873421,0.00873421,1,1.12386,0.981817,0.445459,0.737142,-0.574367,-0.166294,0.101128,0.491559,-0.441552,0.384192,0.618336,0.260126,0.022612,0.0483211,0.0444227,0.0303115,0.391828,-0.0200033,0.239811,0.0975181,-0.532232,0.230322,0.394245,-0.347633,0.0131672,-0.101454,0.282798,0.0553261,0.612299,0.55399
-2066.99,0.913028,0.0583983,6,63,0,2087.92,0.0629762,0.161536,0.378265,2.29933,2.83591,2.17292,0.561086,0.193031,1,-0.579148,-0.579148,1,1.1412,0.738708,-0.207747,-0.334509,0.0620493,1,0.00458108,0.00458108,1,0.918931,1.00814,0.346687,0.662757,-0.610666,-0.279104,0.137524,0.268352,-0.607199,0.37922,0.492589,0.500442,-0.0199639,-0.0161614,0.024929,0.0272339,0.0245551,-0.404907,0.0114473,0.0811745,-0.453499,0.123419,-0.721493,-0.441675,-0.00624961,-0.0933412,0.336943,0.332174,0.584039,0.577919
-2069.86,0.977505,0.0583983,6,63,0,2096.84,0.148674,0.219013,0.380861,2.38666,2.90996,2.16275,2.18077,0.394031,1,0.864496,0.864496,1,1.49549,0.319471,-0.447312,-0.378327,0.158335,1,-0.086457,-0.086457,1,0.983075,0.971772,0.421878,0.667271,-0.619898,-0.223253,0.155012,0.308227,-0.524355,0.394756,0.525488,0.267803,0.0182263,-0.0886689,0.00956606,0.0286309,0.06859,-0.281017,-0.0578803,-0.043254,-0.533216,0.202158,-0.124041,-0.398692,-0.0250864,-0.182032,0.332168,0.0641423,0.597592,0.499331
-2066.07,1,0.0583983,6,63,0,2089.38,0.359126,0.440501,0.415874,2.44857,2.91112,2.24632,-0.430253,-0.0640168,1,0.604858,0.604858,1,1.56356,0.347454,0.420268,0.152433,0.692176,1,0.032338,0.032338,1,1.0166,0.969971,0.40459,0.724292,-0.599599,-0.276242,0.0414069,0.283149,-0.633452,0.338172,0.59016,0.389665,0.0353567,0.050026,-0.00476288,-0.0606626,-0.0126537,-0.541722,-0.20535,-0.0784048,-0.548264,0.144103,0.0696766,-0.497168,-0.00954247,-0.088054,0.0934451,0.0566079,0.600949,0.615381
-2056.52,0.999933,0.0583983,6,63,0,2079.11,0.142238,0.112626,0.425154,2.154,2.62204,1.97798,1.05681,-0.0478455,1,0.743375,0.743375,1,1.53828,0.411081,-0.182454,0.228589,0.838241,1,-0.0385514,-0.0385514,1,1.00714,1.05333,0.370147,0.665954,-0.615682,-0.148941,0.212782,0.474591,-0.554276,0.395431,0.552535,0.345979,-0.0688978,-0.0483538,0.00339384,-0.0122846,-0.104235,-0.366451,-0.125841,-0.0885014,-0.456645,0.153523,-0.20542,-0.312202,0.0266505,-0.120247,0.122605,0.0812055,0.588695,0.540999
-2062.72,0.993304,0.0583983,6,63,0,2083.46,0.0855131,0.195245,0.317573,2.14454,2.71039,2.09037,1.73579,0.151594,1,0.912252,0.912252,1,0.981407,0.294876,0.429719,0.270356,0.688217,1,-0.0444518,-0.0444518,1,1.0217,1.01008,0.375036,0.693264,-0.618568,-0.164461,0.213799,0.329156,-0.515189,0.412138,0.539894,0.330809,-0.0784826,-0.0579662,-4.24375e-05,-0.0125337,-0.0249823,-0.579171,-0.278244,-0.0501825,-0.437948,0.141404,-0.268032,-0.321077,-0.0091478,-0.158792,0.183306,0.084607,0.58147,0.579482
-2057.56,0.989378,0.0583983,6,127,0,2080.43,0.125964,0.238814,0.298375,2.09852,2.55767,2.10776,1.63054,0.115512,1,0.49822,0.49822,1,1.12285,0.169234,-0.0523883,-0.00948095,0.404148,1,-0.0349717,-0.0349717,1,0.990879,0.981101,0.362973,0.690007,-0.628388,-0.187453,0.197211,0.398684,-0.390871,0.402945,0.522206,0.329378,-0.0391318,-0.0522186,-0.00750838,-0.0806592,-0.0776256,-0.48506,-0.232837,0.0220137,-0.460146,0.113771,-0.277328,-0.323004,-0.0288561,-0.0888313,0.195613,0.0820264,0.581075,0.60879
-2060.86,0.997874,0.0583983,6,63,0,2083.87,0.291395,0.287846,0.500055,2.23143,2.91064,2.2223,-0.787341,0.154537,1,-0.296805,-0.296805,1,2.69264,0.421113,-0.885396,-0.18717,0.420147,1,0.0246221,0.0246221,1,1.00765,1.01112,0.421994,0.713385,-0.583187,-0.188766,0.051778,0.306911,-0.682975,0.351029,0.57297,0.394576,0.0386699,0.0579593,0.0215508,-0.0515083,-0.0040218,-0.461832,-0.0709328,0.056225,-0.502442,0.204751,-0.0249533,-0.4341,0.0600011,-0.105214,0.14874,0.0322962,0.612188,0.480603
-2061.04,0.993199,0.0583983,6,63,0,2081.19,0.361192,0.325932,0.263041,2.34578,2.61844,1.93518,1.53158,0.343817,1,0.429558,0.429558,1,1.32879,0.114267,-1.28435,-0.863285,0.00903044,1,2.68598e-05,2.68598e-05,1,0.983226,0.989569,0.389446,0.751361,-0.621124,-0.154037,0.218306,0.480544,-0.541262,0.376781,0.528408,0.297229,-0.0196473,-0.0223776,0.0328934,0.060086,0.0662641,-0.310191,-0.0110006,-0.0467413,-0.547988,0.109868,0.0997227,-0.352751,-0.0681389,-0.0692919,0.12683,0.0408998,0.586569,0.541205
-2055.15,0.978209,0.0583983,6,63,0,2080.48,0.283751,0.280343,0.36826,2.34874,2.82496,1.91996,1.5915,0.0251812,1,0.58453,0.58453,1,1.09736,0.480311,-0.558562,-0.592041,0.0581668,1,0.01619,0.01619,1,1.00981,1.00689,0.389963,0.701122,-0.608835,-0.197124,0.12429,0.501256,-0.452257,0.405249,0.542512,0.413688,-0.0637054,-0.0419921,0.0327898,0.0513793,0.0303617,-0.393731,0.0651552,0.0824961,-0.522897,0.184166,0.0448636,-0.39213,-0.0145135,-0.109324,0.117436,0.143399,0.591491,0.530453
-2064.65,0.989478,0.0583983,6,63,0,2085.8,0.316482,0.293994,0.433612,2.44469,2.73261,2.01842,1.73681,-0.034313,1,0.613483,0.613483,1,0.801597,0.301859,-0.244445,-0.0268393,0.00459595,1,-0.00468961,-0.00468961,1,0.994508,1.06037,0.444278,0.669922,-0.562788,-0.209866,0.195626,0.479076,-0.47907,0.363844,0.533602,0.308641,-0.0130059,-0.0330984,-0.0329701,0.0832522,0.0109781,-0.373656,-0.00450583,-0.0703934,-0.53243,0.212076,0.103308,-0.383839,-0.0263343,-0.152962,0.096867,0.127078,0.592631,0.581088
-2060.74,0.997984,0.0583983,6,63,0,2094.71,0.290812,0.33147,0.391274,2.35227,2.72171,2.1129,1.52344,-0.0713111,1,0.554388,0.554388,1,0.678658,0.394476,0.110786,0.17035,0.0290274,1,0.0681317,0.0681317,1,1.011,1.06253,0.45676,0.674551,-0.559875,-0.175473,0.178513,0.458459,-0.455523,0.375706,0.552198,0.320432,-0.0283153,-0.0196939,-0.03432,0.0340016,0.00757609,-0.421688,-0.102195,-0.0326621,-0.516979,0.223412,0.134725,-0.506132,0.00229909,-0.152394,0.0683231,0.173048,0.590044,0.529073
-2064.73,0.999148,0.0583983,6,63,0,2084.03,0.132447,0.254666,0.370916,2.20356,2.56284,2.00322,-0.305299,0.19252,1,-0.0226941,-0.0226941,1,6.16703,0.113872,-0.29466,0.305239,1.55643,1,-0.088092,-0.088092,1,0.995995,0.952288,0.336077,0.735142,-0.649349,-0.141871,0.105357,0.343423,-0.589453,0.375011,0.534608,0.394391,0.0261511,0.0134293,-0.0209288,0.0469106,-0.0633202,-0.727241,-0.138121,-0.0232867,-0.487838,0.107761,-0.374968,-0.219167,0.0284252,-0.0126041,0.095354,0.0215706,0.603957,0.586547
-2066.56,0.986707,0.0583983,6,63,0,2089.43,0.231307,0.280958,0.307337,2.22769,2.58416,1.82788,-0.646061,0.308707,1,0.143993,0.143993,1,3.59101,0.119899,0.307317,0.121701,0.248396,1,-0.0242314,-0.0242314,1,1.04169,0.955519,0.33832,0.745532,-0.645504,-0.227892,0.0701441,0.450222,-0.506663,0.340187,0.539882,0.381953,0.00677104,0.0331023,-0.00149837,-0.0237964,-0.0896118,-0.791035,0.0330813,-0.00921146,-0.522412,0.130569,-0.398732,-0.175573,0.0291206,-0.0376533,0.22171,0.0190244,0.606375,0.628758
-2065.24,0.985378,0.0583983,6,63,0,2092.29,0.122016,0.277172,0.488967,2.26528,2.77722,1.96496,-0.464827,0.0916722,1,0.362118,0.362118,1,2.40485,0.214254,-0.6599,0.672944,0.746306,1,-0.0217817,-0.0217817,1,1.07263,1.03186,0.330196,0.725835,-0.643277,-0.200009,0.0981666,0.348691,-0.393663,0.342764,0.56356,0.406422,0.0499919,0.0344716,0.067595,0.0154645,-0.0133555,-0.675756,-0.0836999,-0.0266657,-0.514809,0.0981382,-0.362384,-0.316919,-0.0269436,-0.0678886,0.137567,0.0805078,0.613597,0.569072
-2068.22,0.990946,0.0583983,6,63,0,2096.53,0.383592,0.29692,0.33708,2.17319,2.57989,2.00096,0.167798,0.330779,1,0.32529,0.32529,1,2.89388,0.0626273,0.48395,0.545401,0.975172,1,-0.0159919,-0.0159919,1,0.877525,1.00518,0.443528,0.589837,-0.626458,-0.196363,0.203617,0.522672,-0.493518,0.36903,0.592438,0.1983,-0.0122899,-0.000360026,-0.0150072,0.0275924,-0.128668,-0.522032,-0.386996,-0.017966,-0.459227,0.229397,-0.112479,-0.220578,0.0518487,-0.0990635,0.218508,0.00349644,0.601961,0.591372
-2061.88,0.958704,0.0583983,6,63,0,2098.1,0.352429,0.319089,0.330197,2.18587,2.62657,1.90245,-0.692373,0.376189,1,-0.477814,-0.477814,1,3.21773,0.0553506,-1.25149,-0.526124,0.001848,1,-0.0189333,-0.0189333,1,1.02406,1.07833,0.324787,0.722102,-0.606443,-0.135627,0.0735557,0.424365,-0.502596,0.356401,0.542128,0.418691,-0.0115644,-0.0292241,0.0171079,-0.0297965,0.0134951,-0.389765,0.113374,0.012255,-0.48385,0.208463,-0.183027,-0.323683,0.0904669,-0.0667595,0.0143545,0.0269368,0.618035,0.509748
-2063.66,0.986659,0.0583983,6,63,0,2092.93,0.366125,0.316242,0.305342,2.40797,2.91487,2.24203,0.677734,0.286523,1,0.406703,0.406703,1,1.76514,0.0444249,-0.0017178,0.0425649,0.612346,1,0.147303,0.147303,1,0.942117,1.02723,0.513057,0.683252,-0.627743,-0.205367,0.157894,0.326769,-0.563906,0.356945,0.513301,0.366398,-0.0130715,0.0138547,-0.00546089,0.014202,-0.0444871,-0.507151,-0.305662,0.0249397,-0.535909,0.209274,0.0570928,-0.320272,-0.0201123,-0.108891,0.220184,0.00472125,0.578444,0.627467
-2057.15,0.995105,0.0583983,6,63,0,2081.2,0.239269,0.2646,0.297423,2.31748,2.81524,2.07058,0.0317894,0.29974,1,-0.338158,-0.338158,1,2.0567,0.054693,0.233436,0.092382,0.48391,1,-0.175645,-0.175645,1,1.0314,0.991716,0.322142,0.702371,-0.554205,-0.130693,0.176354,0.391824,-0.569941,0.393954,0.543746,0.412495,0.0615937,-0.0791676,-0.0374516,-0.0450282,-0.058531,-0.459066,-0.0675586,-0.107989,-0.533628,0.187344,-0.196827,-0.385686,0.028855,-0.0915818,0.266221,0.084604,0.593278,0.43598
-2049.37,0.938003,0.0583983,6,63,0,2073.46,0.291961,0.29048,0.32038,2.28646,2.75227,2.07749,0.424076,0.277536,1,0.0440914,0.0440914,1,2.22637,0.0397235,-0.141115,-0.180514,0.149309,1,0.0822391,0.0822391,1,1.00719,1.00703,0.388167,0.697903,-0.606668,-0.184769,0.134295,0.427409,-0.44639,0.403025,0.494231,0.339621,-0.00678755,-0.0179876,-0.0826932,0.0415025,0.0436974,-0.387746,-0.295572,0.0503574,-0.49529,0.120124,0.00131901,-0.436914,0.00713632,-0.0860887,0.344974,0.113822,0.611426,0.674627
-2053.58,0.999467,0.0583983,6,63,0,2065.27,0.26221,0.227037,0.339038,2.07698,2.63079,2.00204,1.88687,0.286349,1,-0.290878,-0.290878,1,0.498692,0.064585,-0.51866,0.0849488,0.612625,1,-0.0841739,-0.0841739,1,0.975068,0.990698,0.406306,0.7043,-0.572207,-0.111506,0.11411,0.322224,-0.600939,0.374408,0.55315,0.426427,0.00689543,0.00980317,-0.0794696,0.0349865,-0.0568275,-0.417975,0.0203634,0.00151709,-0.471185,0.149542,-0.241462,-0.270586,0.0204023,-0.111311,0.144983,0.0390688,0.583485,0.486105
-2058.53,0.998266,0.0583983,6,63,0,2074.74,0.397732,0.422126,0.378419,2.14872,2.78316,2.14263,0.737751,0.403327,1,0.188978,0.188978,1,1.37961,0.0172199,-0.333673,-0.211184,0.0565288,1,0.0699811,0.0699811,1,0.966657,0.964612,0.349664,0.73704,-0.608325,-0.0979968,0.0789162,0.284573,-0.731157,0.392762,0.487667,0.440409,0.0395769,0.0521022,0.112489,0.0101559,0.0927454,-0.501193,-0.10872,0.0370623,-0.486901,0.106988,-0.0724144,-0.226567,0.0026842,-0.101953,0.371142,0.197153,0.577463,0.394437
-2055.65,0.440752,0.0583983,6,63,0,2085.99,0.351868,0.305653,0.460995,2.35615,2.75553,2.02526,0.471024,0.276096,1,0.456361,0.456361,1,1.59752,0.159167,0.0823645,0.314886,0.728125,1,-0.0186544,-0.0186544,1,0.985614,1.05937,0.391464,0.651789,-0.556392,-0.152848,0.131441,0.375673,-0.523288,0.437475,0.52365,0.287187,-0.00563331,-0.0537992,-0.116133,-0.0119212,-0.170313,-0.56553,-0.1704,-0.0481621,-0.474632,0.100191,-0.170492,-0.462125,0.00449705,-0.13745,0.262021,0.136741,0.591903,0.603773
-2056.71,0.987194,0.0583983,6,63,0,2077.03,0.298041,0.170839,0.50932,2.28271,2.66821,2.03957,0.588423,0.356653,1,-0.267126,-0.267126,1,1.3052,0.131038,-0.217144,0.283527,0.671827,1,0.00295824,0.00295824,1,0.983927,1.03042,0.425635,0.700149,-0.589101,-0.0804461,0.201038,0.267313,-0.481094,0.382304,0.510467,0.458669,0.047042,-0.0251434,0.00858456,-0.11564,-0.0254583,-0.406218,-0.157777,-0.086261,-0.542906,0.07206,-0.234743,-0.376647,0.0243529,-0.0536841,0.150435,0.122656,0.600948,0.540136
-2064.15,0.973515,0.0583983,6,63,0,2084.15,0.307898,0.140518,0.370741,2.22489,2.74275,1.94866,0.734271,0.4701,1,-0.0338898,-0.0338898,1,1.73996,0.553499,0.300553,0.20394,0.77005,1,-0.0170858,-0.0170858,1,1.02347,1.00461,0.431933,0.715316,-0.547515,-0.169136,0.110702,0.415157,-0.664782,0.446364,0.536145,0.341506,-0.0776566,0.0991083,-0.0467497,0.0337801,-0.124999,-0.499315,-0.262605,0.0183106,-0.4976,0.183459,0.0617944,-0.280829,0.0716442,0.00902378,0.201594,0.0245884,0.599322,0.554434
-2062.47,0.994579,0.0583983,6,63,0,2086.9,0.137085,0.124656,0.415633,2.08679,2.60227,1.96915,0.836169,0.694974,1,-0.374326,-0.374326,1,0.874909,0.383054,0.22763,0.675581,0.703583,1,-0.0199311,-0.0199311,1,0.973398,0.971396,0.358196,0.701544,-0.564541,-0.181258,0.103048,0.433119,-0.459368,0.402846,0.49169,0.375103,-0.083561,0.114276,-0.0321472,-0.112852,-0.0984872,-0.621111,-0.265098,-0.0533574,-0.486458,0.204417,0.163778,-0.335224,0.047747,-0.050695,0.272423,0.0552072,0.575393,0.487331
-2060.35,0.990907,0.0583983,6,63,0,2078.52,0.0561484,0.224142,0.491679,2.25647,2.62609,1.93105,1.05604,0.960695,1,-0.757853,-0.757853,1,1.60356,0.93902,0.33903,0.535833,1.01814,1,-0.0359403,-0.0359403,1,0.976254,0.997129,0.379843,0.659535,-0.608833,-0.178276,0.133325,0.363549,-0.391972,0.418936,0.474104,0.349148,-0.0688501,0.115991,-0.0689687,0.00140978,-0.180651,-0.496927,-0.283311,-0.0201459,-0.505575,0.163149,-0.158475,-0.344079,-0.032519,-0.0552178,0.209432,0.0546335,0.574836,0.59552
-2057.72,0.95613,0.0583983,6,63,0,2078.89,0.281659,0.359795,0.414665,2.17656,2.70327,2.01813,1.23845,0.613351,1,-0.0932005,-0.0932005,1,0.878383,1.70196,-0.240441,-0.164434,0.244191,1,0.0276051,0.0276051,1,0.984842,1.01737,0.397681,0.747256,-0.584715,-0.161182,0.146229,0.40429,-0.559471,0.330895,0.597079,0.337625,0.0315412,-0.0728731,0.0135399,-0.0332991,-0.00224652,-0.559679,-0.10465,-0.0125411,-0.509358,0.220299,0.171571,-0.228584,0.0510158,-0.127037,0.0628872,0.11256,0.606666,0.592495
-2064.11,0.985352,0.0583983,6,63,0,2085.15,0.112444,0.139864,0.349775,2.42668,2.76486,2.07528,0.28955,-0.144965,1,0.528722,0.528722,1,2.87008,1.17713,-0.42735,0.114698,0.121484,1,-0.0256054,-0.0256054,1,1.0171,0.986676,0.390456,0.654939,-0.610349,-0.181128,0.115672,0.467564,-0.593827,0.436316,0.459042,0.361607,-0.0318884,0.0845647,0.00538764,-0.0201817,0.036592,-0.205451,0.0123281,-0.00842776,-0.488209,0.125253,-0.399407,-0.576473,-0.0769375,-0.0495974,0.14623,0.00427022,0.588871,0.566529
-2063.44,0.995244,0.0583983,6,63,0,2080.78,0.237757,0.458199,0.287341,2.29128,2.75418,2.08903,0.325055,0.492527,1,-0.776706,-0.776706,1,1.17838,0.162187,-0.196589,-0.220187,-0.0908452,1,0.0175943,0.0175943,1,0.975043,1.01384,0.397476,0.749579,-0.583185,-0.151561,0.150479,0.277265,-0.540353,0.323313,0.645783,0.33177,0.00393953,-0.0708319,0.059334,0.0663591,0.019889,-0.711865,-0.0536402,0.0690258,-0.520435,0.205506,0.192972,-0.167298,0.0714468,-0.134617,0.183199,0.19697,0.61112,0.587362
-2065.51,0.987129,0.0583983,6,63,0,2092.92,0.423831,0.305258,0.516214,2.17198,2.61056,1.96277,0.198523,0.345355,1,0.897048,0.897048,1,2.66133,0.207195,-0.0168516,0.279201,1.01782,1,-0.0395864,-0.0395864,1,1.04407,1.01162,0.337009,0.678017,-0.678822,-0.165236,0.0335171,0.396869,-0.440891,0.299925,0.59031,0.350554,-0.0263074,0.0329513,-0.028637,-0.030117,-0.0556705,-0.384732,0.00493697,-0.0389468,-0.458198,0.143182,-0.178612,-0.269038,0.0522145,-0.114205,0.0796653,0.0357589,0.596318,0.38965
-2062.31,0.994409,0.0583983,6,63,0,2091.57,0.292286,0.289957,0.307306,2.01348,2.67136,1.9276,0.231523,0.141963,1,0.636301,0.636301,1,2.46,0.143438,0.150293,0.179893,1.40273,1,0.0186568,0.0186568,1,1.04837,0.98395,0.347794,0.651935,-0.631056,-0.193037,0.0878167,0.590061,-0.572527,0.325917,0.551378,0.374046,-0.0199624,0.0314461,-0.0430896,-0.0518563,-0.0966081,-0.296394,0.0411059,0.0255869,-0.503482,0.15184,-0.34891,-0.277497,0.033822,-0.125262,0.0793604,0.0586944,0.60964,0.612246
-2064.29,0.980913,0.0583983,6,63,0,2091.62,0.154621,0.187541,0.329451,2.27586,2.66569,2.10362,0.280263,0.193259,1,0.46344,0.46344,1,2.50798,0.106776,-0.724119,-0.00525947,-0.391074,1,0.0902276,0.0902276,1,0.9859,1.02698,0.353739,0.788468,-0.567531,-0.173978,0.129245,0.327816,-0.502218,0.338345,0.554645,0.480506,0.00220086,-0.0394551,0.0231902,0.0488429,0.0737683,-0.56907,-0.193192,-0.0394866,-0.482754,0.0587676,-0.0646483,-0.273091,-0.0808137,-0.104985,0.13686,0.0071484,0.597358,0.523588
-2062,0.986111,0.0583983,6,63,0,2090.45,0.416141,0.221073,0.364973,2.51175,2.9299,2.11769,0.509081,0.430409,1,-0.444851,-0.444851,1,1.36981,0.108205,-1.17774,-1.07794,0.385427,1,-0.0683989,-0.0683989,1,0.921286,0.964789,0.372663,0.696672,-0.623706,-0.185486,0.205629,0.24451,-0.526464,0.377224,0.558743,0.366694,-0.0163327,0.0874649,-0.00943045,-0.037886,-0.000728673,-0.315501,-0.0182141,0.0487934,-0.508991,0.176947,0.165515,-0.390802,0.0838926,-0.125372,0.0375473,0.0284672,0.583697,0.608806
-2066.69,0.985022,0.0583983,6,63,0,2089.82,0.124733,0.395291,0.393719,2.40306,2.91926,2.34745,0.321514,0.31302,1,-0.423034,-0.423034,1,2.64117,0.136647,-0.822713,0.173268,0.957092,1,0.0924003,0.0924003,1,1.12093,1.00645,0.435562,0.678256,-0.603785,-0.239549,0.0739742,0.525549,-0.754138,0.30986,0.616386,0.309057,0.0330058,-0.0830711,-0.0323838,-0.0565722,0.0302753,-0.369688,-0.237988,-0.00370058,-0.504689,0.141079,-0.196402,-0.444229,-0.0489929,-0.13545,0.097966,0.0352341,0.616077,0.412275
-2067.05,0.976421,0.0583983,6,63,0,2089.83,0.132829,0.316204,0.402939,2.39476,2.91268,2.25125,0.201225,0.219141,1,0.061405,0.061405,1,3.89018,0.299876,-0.848021,-0.402029,0.206131,1,0.0816617,0.0816617,1,1.08358,1.01586,0.42641,0.708262,-0.604724,-0.237511,0.0491515,0.478716,-0.61708,0.334096,0.635638,0.203553,-0.0332908,-0.158713,0.0433941,-0.0158943,-0.0731945,-0.28087,-0.0711397,-0.0298317,-0.525434,0.1781,-0.425071,-0.419952,-0.0358714,-0.137379,0.0930646,0.0610584,0.60978,0.549473
-2060.67,0.998859,0.0583983,6,63,0,2084.88,0.306325,0.284127,0.243194,2.44432,2.75257,2.03011,0.342713,0.283386,1,0.0109564,0.0109564,1,1.14892,0.0271481,0.0627736,-1.27935,0.473604,1,-0.0452829,-0.0452829,1,0.950019,0.964713,0.379715,0.697724,-0.606626,-0.203451,0.19424,0.239295,-0.519037,0.398038,0.494664,0.479292,0.0224391,0.11298,0.0277382,-0.0354136,-0.0192984,-0.33485,-0.0298925,0.00678293,-0.486997,0.187391,0.00781616,-0.387293,0.0794274,-0.0958327,0.0395003,0.0170077,0.575588,0.568981
-2059.35,0.996162,0.0583983,6,63,0,2081.04,0.190835,0.183851,0.247771,2.2523,2.77433,2.21078,0.685181,0.219711,1,-0.291874,-0.291874,1,3.6479,0.0847914,-1.19107,-0.439569,0.610241,1,0.037835,0.037835,1,1.03495,0.998236,0.445517,0.646035,-0.589151,-0.186297,0.139718,0.323637,-0.636259,0.3681,0.543464,0.365066,-0.100211,0.0136492,-0.055686,0.0294985,-0.00408245,-0.394538,-0.193184,0.0386696,-0.480175,0.148921,0.174062,-0.4163,-0.0082368,-0.112336,0.127515,0.00796935,0.579183,0.505895
-2056.33,0.999514,0.0583983,6,63,0,2076.22,0.363545,0.312077,0.32938,2.37309,2.70247,1.97522,-0.160658,0.31971,1,0.587324,0.587324,1,2.13229,0.0319608,-0.615448,-0.198129,1.1783,1,-0.025953,-0.025953,1,0.978995,1.00914,0.319484,0.71952,-0.627386,-0.168063,0.120166,0.32634,-0.449554,0.392529,0.52098,0.419648,0.0589463,0.00368779,0.0513557,-0.0308897,-0.034056,-0.385038,-0.0263478,-0.0369299,-0.548469,0.137902,-0.0351183,-0.312888,-0.0411526,-0.065093,0.0305186,0.0343461,0.589314,0.64545
